toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
4612.01,97735908,KP,06h10m39.37s,926640230,+30d57m25.68s,309571330,167400000,78,-78,0,-24050000,65,-65,0,24602570447780,517,-517,0,41137862,34,-34,0,52350000,5040000,-5040000,0,57390000000,915214000,-915214000,0,150368000,7044670,-7044670,0,31084500000,,,,20800000000,,,,82239800,6,-6,0,1340580000,7975000,-7975000,0,63270000000,1322000000,-1322000000,0,39900000,900000,-900000,0,18800000,900000,-900000,0,2021-11-09 21:10:05,2024-01-04 16:02:02
4613.01,436652523,APC,04h50m32.07s,726336080,+13d36m48.48s,136134680,,,,,,,,,24602510141700,1380,-1380,0,45461685,32,-32,0,33230000,3880000,-3880000,0,52510000000,16608200000,-16608200000,0,211272000,,,0,32710800000,,,,,,,,120336000,6,-6,0,6784600000,,,0,53418000000,3675000000,-3675000000,0,39800000,200000,-200000,0,24000000,,,0,2021-11-09 21:10:47,2023-12-14 16:02:02
4614.01,408809625,PC,02h32m36.84s,381534960,+16d20m15.44s,163376230,-56840000,153,-153,0,240860000,121,-121,0,24594485342560,692,-692,0,138338893,3857,-3857,0,14260598,564219,-564219,0,88993621560,4429800700,-4429800700,0,104349704,17835469,-17835469,0,227363971,,,,5569294210,,,,110302000,6,-6,0,1012550000,7280000,-7280000,0,42259500000,1047030000,-1047030000,0,43724500,962712,-962712,0,8768140,708920,-708920,0,2021-11-09 21:10:47,2022-07-06 12:02:40
4615.01,84599716,PC,06h26m43.01s,966791950,+25d12m18s,252050010,36640000,90,-90,0,57780000,79,-79,0,24595505802950,2163,-2163,0,53193755,1805,-1805,0,66913995,1024427,-1024427,0,65370839819,1334234500,-1334234500,0,196684639,14940084,-14940084,0,19689003230,,,,16989307701,,,,117892000,10,-10,0,8359070000,487905000,-487905000,0,63500000000,1390740000,-1390740000,0,37891800,988027,-988027,0,23693399,1747840,-1747840,0,2021-11-09 21:10:48,2023-02-08 12:02:48
4616.01,258796169,PC,00h59m16.34s,148180880,+13d51m38.86s,138607950,315630000,132,-132,0,1788880000,95,-95,0,24587650259280,800,-800,0,15538188,74,-74,0,9239360,1817147,-1817147,0,34499519182,3722097200,-3722097200,0,12643202,1853808,-1853808,0,179814886,,,,5252017443,,,,128872000,7,-7,0,281016000,662500,-662500,0,32440000000,1570000000,-1570000000,0,50773600,280122,-280122,0,1927290,57844,-57844,0,2021-11-09 21:10:48,2024-11-18 16:02:01
4617.01,18373995,PC,04h44m05.44s,710226720,+22d34m03.37s,225676020,132370000,77,-77,0,-139550000,34,-34,0,24594744222510,316,-316,0,34878754,27,-27,0,28827447,412097,-412097,0,180934842065,2199783600,-2199783600,0,168851071,12388313,-12388313,0,7063971426,,,,13148674761,,,,123570000,34,-34,0,3339730000,46105000,-46105000,0,57524400000,994005000,-994005000,0,42778900,919258,-919258,0,12204100,883792,-883792,0,2021-11-09 21:10:49,2024-11-18 16:02:01
4618.01,284326455,KP,06h39m35.52s,998979920,+25d28m56.64s,254824010,-730000,50,-50,0,-332370000,43,-43,0,24594759817070,149,-149,0,37998536,14,-14,0,18114914,174733,-174733,0,254550849851,1918201100,-1918201100,0,132670623,11290920,-11290920,0,886712600,,,,7826461795,,,,122341000,6,-6,0,1436510000,5810000,-5810000,0,41334000000,1086750000,-1086750000,0,44880600,1008940,-1008940,0,7593750,643718,-643718,0,2021-11-09 21:10:49,2024-11-25 16:02:01
4619.01,238586172,PC,06h04m25.99s,911082860,+22d29m58.02s,224994500,14290000,58,-58,0,-59740000,47,-47,0,24595283424300,4903,-4903,0,34732399,2512,-2512,0,43731099,2154096,-2154096,0,103382192807,4456814300,-4456814300,0,166589645,5923028,-5923028,0,23045286397,,,,17671168865,,,,138232000,21,-21,0,14904900000,709900000,-709900000,0,74069700000,384500000,-384500000,0,42776300,,,0,15637300,,,0,2021-11-09 21:10:50,2024-05-11 12:03:03
462.01,420049884,PC,02h25m06.35s,362764650,+01d19m24.78s,13235500,264700000,2000,-2000,0,-297400000,2000,-2000,0,24584148229830,1398,-1398,0,41074291,84,-84,0,30844055,3923001,-3923001,0,9009217753,529606440,-529606440,0,39716320,15647959,-15647959,0,4454447971,,,,11717048355,,,,106573000,6,-6,0,2053660000,,,0,52050000000,1830000000,-1830000000,0,44592400,20037100,-20037100,0,13005500,,,0,2019-02-08 19:54:07,2024-09-19 10:08:01
4620.01,171160243,PC,04h32m17.15s,680714630,+33d23m46.98s,333963840,111090000,83,-83,0,-27430000,63,-63,0,24599339722350,1355,-1355,0,13887494,50,-50,0,13800000,3550000,-3550000,0,33010000000,26670100000,-26670100000,0,159057000,44088000,-44088000,0,125039000000,,,,29450000000,,,,95696700,6,-6,0,2726450000,34035000,-34035000,0,78250000000,3041310000,-3041310000,0,40722700,889779,-889779,0,20800000,700000,-700000,0,2021-11-09 21:10:50,2023-02-09 16:02:01
4621.01,293457754,KP,01h47m10.37s,267932250,+03d07m58.56s,31329320,-53430000,84,-84,0,-219700000,65,-65,0,24594515211410,335,-335,0,45195089,41,-41,0,31628648,439509,-439509,0,177388625444,1782717600,-1782717600,0,143049176,7020652,-7020652,0,3824491890,,,,11278807531,,,,123553000,8,-8,0,4374950000,78265000,-78265000,0,58870000000,1269110000,-1269110000,0,44400100,788172,-788172,0,10321000,495527,-495527,0,2021-11-09 21:10:51,2024-11-25 16:02:01
4622.01,94727308,APC,04h00m54.37s,602265600,+31d41m27.84s,316910670,41210000,291,-291,0,-62030000,193,-193,0,24594747733710,5853,-5853,0,12969404,2736,-2736,0,34301667,3676931,-3676931,0,521975005433,49052676000,-49052676000,0,112860342,9806869,-9806869,0,483357374,,,,6724915576,,,,161779000,9,-9,0,2976930000,139370000,-139370000,0,30030000000,1570000000,-1570000000,0,47698100,148368,-148368,0,4631840,211904,-211904,0,2021-11-09 21:10:51,2023-04-05 12:02:46
4623.01,56399553,KP,04h10m40.9s,626704220,+24d24m05.96s,244016560,164520000,102,-102,0,-219880000,64,-64,0,24594759692310,113,-113,0,32588316,9,-9,0,22220346,148688,-148688,0,227432337536,1100101200,-1100101200,0,128714868,10703219,-10703219,0,2844141772,,,,10473879178,,,,115476000,6,-6,0,1784750000,13105000,-13105000,0,53870600000,1425900000,-1425900000,0,45843100,1068170,-1068170,0,8171140,678241,-678241,0,2021-11-09 21:10:52,2024-11-26 16:02:02
4624.01,84339983,KP,06h43m23.52s,1008480140,+27d15m07.86s,272521820,-81610000,74,-74,0,-229540000,70,-70,0,24594756103730,198,-198,0,27908285,14,-14,0,22599869,191234,-191234,0,100496938823,939857560,-939857560,0,167559488,8801241,-8801241,0,19987811524,,,,17053403223,,,,105136000,6,-6,0,3206390000,55575000,-55575000,0,66359100000,1463200000,-1463200000,0,42472800,921547,-921547,0,14707000,766960,-766960,0,2021-11-09 21:10:52,2024-11-26 16:02:02
4625.01,58472992,PC,04h22m36.84s,656534810,+25d41m59.56s,256998780,,,,,,,,,24594756378040,795,-795,0,21913420,67,-67,0,18100691,1596474,-1596474,0,10627912580,665385700,-665385700,0,23019460,11317211,-11317211,0,2437119088,,,,10077178174,,,,105774000,6,-6,0,,,,0,43842300000,401500000,-401500000,0,44380000,,,0,7201260,625490,-625490,0,2021-11-09 21:10:52,2024-11-18 10:08:02
4626.01,241442273,PC,13h42m03.25s,2055135480,-48d27m59.19s,-484664430,-1707430000,74,-74,0,-1484060000,80,-80,0,24593383991360,2165,-2165,0,174756122,791,-791,0,28950000,7080000,-7080000,0,7900000000,13407500,-13407500,0,26559200,1648850,-1648850,0,245810000,,,,6200000000,,,,84492000,6,-6,0,511333000,1188000,-1188000,0,53872000000,914000000,-914000000,0,,,,0,8400000,400000,-400000,0,2021-11-18 23:22:40,2022-03-23 12:02:08
4627.01,89702406,FP,08h30m36s,1276499860,-58d31m42.63s,-585285080,-26000000,4900,-4900,0,291000000,4400,-4400,0,24592647121700,1781,-1781,0,231438551,978,-978,0,57659467,1802377,-1802377,0,69558738937,2201366900,-2201366900,0,132171669,49081216,-49081216,0,362033889,,,,6256148603,,,,115252000,6,-6,0,2603830000,,,0,53560000000,189000000,-189000000,0,43800000,20000000,-20000000,0,10635600,,,0,2021-11-18 23:46:29,2023-12-21 10:08:02
4628.01,404421005,KP,13h28m03.89s,2020161900,-15d56m16.71s,-159379750,-986740000,98,-98,0,-360960000,102,-102,0,24585751581940,2010,-2010,0,63266800,358,-358,0,20310601,5508015,-5508015,0,5208002154,686017000,-686017000,0,22901554,22602060,-22602060,0,1957303563,,,,9539690748,,,,96656200,6,-6,0,1131230000,6960000,-6960000,0,56730000000,1352230000,-1352230000,0,44631800,785692,-785692,0,9753830,497060,-497060,0,2021-11-19 00:07:17,2025-08-29 16:00:02
4629.01,304339227,PC,18h23m46.35s,2759431120,-68d20m41.82s,-683449500,-635150000,35,-35,0,-148050000,48,-48,0,24586733337960,4130,-4130,0,7146970956,33424,-33424,0,56919436,6600726,-6600726,0,4570864505,332653800,-332653800,0,24910110,9186280,-9186280,0,5647608,,,,2210985478,,,,86577000,6,-6,0,920015000,2492500,-2492500,0,63240000000,1960000000,-1960000000,0,43704700,2853010,-2853010,0,11257700,506985,-506985,0,2021-11-19 00:07:18,2024-12-05 16:02:02
463.01,176831592,FP,03h15m49.74s,489572330,-32d48m08.63s,-328023960,593560000,33,-33,0,108520000,38,-38,0,24591692181400,340,-340,0,25340500,,,0,19440000,810000,-810000,0,40700000000,11265700000,-11265700000,0,265362000,62141000,-62141000,0,36328300000,,,,21620000000,,,,91013000,6,-6,0,1878120000,9420000,-9420000,0,64978000000,830000000,-830000000,0,41700000,1600000,-1600000,0,16500000,700000,-700000,0,2019-02-08 19:54:07,2021-10-29 12:59:15
4630.01,292202337,PC,15h23m32.93s,2308872240,-25d22m14.21s,-253706150,-214170000,91,-91,0,294710000,76,-76,0,24586192071650,1186,-1186,0,7215622191,17130,-17130,0,45933413,1529271,-1529271,0,21779319910,806918700,-806918700,0,45521238,4098122,-4098122,0,3470093,,,,1957514704,,,,90460000,6,-6,0,853751000,6195000,-6195000,0,62940000000,1960000000,-1960000000,0,45388600,2796010,-2796010,0,9688860,494145,-494145,0,2021-11-19 00:07:18,2021-11-19 10:10:01
4631.01,313006381,PC,09h10m05.95s,1375247730,+75d36m39.03s,756108420,529600000,46,-46,0,-91870000,44,-44,0,24587056909810,2771,-2771,0,336356252,929,-929,0,38843570,2642136,-2642136,0,7240198395,400400000,-400400000,0,23945586,3066942,-3066942,0,145288129,,,,4979403065,,,,87551000,6,-6,0,622978000,890000,-890000,0,56140000000,1250100000,-1250100000,0,46043400,792344,-792344,0,8216420,412814,-412814,0,2021-11-19 00:35:16,2025-08-01 10:05:58
4632.01,336075472,PC,18h27m26.98s,2768624180,+45d27m16.16s,454544890,325360000,38,-38,0,1117490000,39,-39,0,24587124486050,5742,-5742,0,631448519,4250,-4250,0,49925509,3329088,-3329088,0,16970188103,1261922800,-1261922800,0,28828549,6612263,-6612263,0,18139846,,,,2959907568,,,,106329000,6,-6,0,654707000,975500,-975500,0,41520000000,1217710000,-1217710000,0,45582500,1115660,-1115660,0,7020450,657186,-657186,0,2021-11-19 00:35:17,2023-03-09 16:02:02
4633.01,307958020,CP,17h07m22.34s,2568431020,+62d28m31.97s,624755480,-230560000,46,-46,0,-670190000,46,-46,0,24588648351810,5028,-5028,0,2719386390,67325,-67325,0,111292466,3885244,-3885244,0,4831688883,261141930,-261141930,0,35295923,5558505,-5558505,0,12295467,,,,2685690786,,,,83498000,6,-6,0,952016000,2383500,-2383500,0,54900400000,1484570000,-1484570000,0,40219800,885438,-885438,0,15819000,978291,-978291,0,2021-11-19 00:35:17,2025-04-21 12:03:49
4634.01,17150865,FP,04h18m34.79s,646449780,+19d10m44.54s,191790390,107250000,65,-65,0,-25690000,42,-42,0,24602324127650,2158,-2158,0,8706763,6,-6,0,10070000,1550000,-1550000,0,18610000000,657920000,-657920000,0,65213300,4234790,-4234790,0,14863400000,,,,17290000000,,,,125065000,11,-11,0,5687540000,92980000,-92980000,0,61210000000,1560780000,-1560780000,0,41657300,953664,-953664,0,14700000,900000,-900000,0,2021-11-19 00:50:37,2024-11-18 16:02:01
4635.01,337129672,FP,02h14m31.26s,336302480,+08d04m45.34s,80792610,1224050000,110,-110,0,-2034030000,127,-127,0,24602099188410,271,-271,0,491077047,3962,-3962,0,29402319,259716,-259716,0,281251452075,2363512600,-2363512600,0,123506372,9999361,-9999361,0,31634389,,,,3401414927,,,,106029000,6,-6,0,753511000,3932000,-3932000,0,43580000000,1159960000,-1159960000,0,45529600,984560,-984560,0,7224500,581784,-581784,0,2021-11-19 01:05:03,2025-01-20 12:03:29
4636.01,405484221,FP,03h46m55.33s,567305550,+24d11m16.09s,241878040,202980000,457,-457,0,-439640000,239,-239,0,24594545090400,3254,-3254,0,428289152,42720,-42720,0,23248526,2890348,-2890348,0,856888204519,75046260000,-75046260000,0,85394160,7230957,-7230957,0,2884754,,,,1869161969,,,,157488000,9,-9,0,1367900000,38355000,-38355000,0,30900000000,1590000000,-1590000000,0,49380300,24958,-24958,0,2890340,109930,-109930,0,2021-11-19 01:05:03,2024-09-18 10:08:02
4637.01,306485267,PC,02h13m03.56s,332648200,+19d24m09.6s,194026670,479180000,99,-99,0,-145210000,76,-76,0,24594516130000,3314,-3314,0,143540583,18017,-18017,0,25122529,6408329,-6408329,0,10530719668,1318314200,-1318314200,0,28052104,27265020,-27265020,0,384877433,,,,6352583194,,,,103991000,6,-6,0,1121470000,5515000,-5515000,0,51424800000,1076140000,-1076140000,0,45029100,831359,-831359,0,8646500,538945,-538945,0,2021-11-19 01:05:04,2022-10-24 12:03:10
4638.01,58824746,CP,00h51m16.96s,128206630,+12d47m16.75s,127879860,53400000,126,-126,0,-133090000,56,-56,0,24594493535630,5463,-5463,0,102829583,20126,-20126,0,35348916,6153171,-6153171,0,8651246457,971479500,-971479500,0,27186716,12306396,-12306396,0,874018996,,,,7798300521,,,,107434000,6,-6,0,1682480000,17425000,-17425000,0,57000000000,1306200000,-1306200000,0,45413100,794487,-794487,0,8945630,439874,-439874,0,2021-11-19 01:05:04,2025-04-21 12:03:49
4639.01,91251292,PC,01h49m15.49s,273145460,+21d42m12.57s,217034910,171060000,77,-77,0,-238890000,71,-71,0,24594510912610,1731,-1731,0,39906790,184,-184,0,27900392,8215861,-8215861,0,6702495772,587914120,-587914120,0,27025526,27254320,-27254320,0,5023405437,,,,12074504214,,,,106710000,7,-7,0,2057370000,17860000,-17860000,0,61530000000,1239970000,-1239970000,0,44833500,823031,-823031,0,10267200,468543,-468543,0,2021-11-19 01:05:05,2024-11-15 16:02:02
4639.02,91251292,PC,01h49m15.49s,273145460,+21d42m12.57s,217034910,171060000,77,-77,0,-238890000,71,-71,0,24594567655090,4021,-4021,0,130780555,918,-918,0,44541336,4096618,-4096618,0,9321214968,714175800,-714175800,0,33632641,4691514,-4691514,0,1031976309,,,,8129001083,,,,106710000,7,-7,0,2057370000,17860000,-17860000,0,61530000000,1239970000,-1239970000,0,44833500,823031,-823031,0,10267200,468543,-468543,0,2024-09-24 23:11:19,2024-09-25 12:02:52
464.01,398733009,FP,02h08m40.75s,321697910,-09d02m45.76s,-90460450,117820000,104,-104,0,-90570000,91,-91,0,24591163823180,1345,-1345,0,8185672,775,-775,0,9809687,874979,-874979,0,447121811611,39210060000,-39210060000,0,41552603,24100754,-24100754,0,1510500669195,,,,50280545421,,,,156100000,0,0,0,22203600000,3091400000,-3091400000,0,310000000000,,,0,55999800,,,0,1800000,1040000,-1040000,0,2019-02-08 19:54:07,2025-08-15 16:00:02
4640.01,337216118,PC,02h32m49.28s,382053190,+10d04m20.88s,100724660,363630000,63,-63,0,-330430000,65,-65,0,24594477551260,3790,-3790,0,26857229,3569,-3569,0,22391182,5002148,-5002148,0,6328097747,670511550,-670511550,0,28622325,12594844,-12594844,0,8542741042,,,,13788564659,,,,110771000,8,-8,0,2450890000,21690000,-21690000,0,59780000000,1227880000,-1227880000,0,44230100,767611,-767611,0,10671500,488920,-488920,0,2021-11-19 01:05:05,2022-10-24 12:03:10
4641.01,436873727,CP,02h50m13.97s,425582020,+25d20m00.72s,253335330,615640000,99,-99,0,-198880000,89,-89,0,24602399086860,507,-507,0,220933922,194,-194,0,54095076,348290,-348290,0,26336009111,466516080,-466516080,0,97603293,3757843,-3757843,0,1925802083,,,,9501073168,,,,71323000,6,-6,0,863501000,4789000,-4789000,0,67984000000,1090000000,-1090000000,0,41100000,800000,-800000,0,17544900,650955,-650955,0,2021-11-19 01:05:06,2025-04-21 12:03:49
4642.01,336961891,PC,02h03m32.32s,308846610,+06d48m57.13s,68158700,921620000,119,-119,0,-1220450000,99,-99,0,24594491295540,2441,-2441,0,36022377,3135,-3135,0,10325520,5174124,-5174124,0,22299856882,2991458700,-2991458700,0,11671855,10381720,-10381720,0,79279121,,,,4279661854,,,,119847000,8,-8,0,236510000,297000,-297000,0,32660000000,1570000000,-1570000000,0,49971600,148263,-148263,0,2420910,73934,-73934,0,2021-11-19 01:05:06,2024-09-27 12:02:45
4643.01,270355392,PC,02h08m52.31s,322179660,+04d18m24.94s,43069280,-195260000,74,-74,0,1190940000,65,-65,0,24584113930750,1595,-1595,0,50256637,119,-119,0,18885767,3572670,-3572670,0,6501415697,579459950,-579459950,0,14655752,3619385,-3619385,0,231770314,,,,5596083706,,,,106127000,7,-7,0,401036000,696500,-696500,0,37820000000,1570000000,-1570000000,0,47216700,87074,-87074,0,5180210,153843,-153843,0,2021-11-19 01:05:06,2024-11-18 10:08:02
4643.02,270355392,PC,02h08m52.31s,322179660,+04d18m24.94s,43069280,-195260000,74,-74,0,1190940000,65,-65,0,24584158549320,2463,-2463,0,107387039,284,-284,0,15317637,3228867,-3228867,0,8033539058,1014061500,-1014061500,0,17168904,2787153,-2787153,0,84213145,,,,4344749293,,,,106127000,7,-7,0,401036000,696500,-696500,0,37820000000,1570000000,-1570000000,0,47216700,87074,-87074,0,5180210,153843,-153843,0,2022-04-20 20:40:07,2024-12-10 12:03:04
4644.01,387423096,PC,02h46m54.93s,417288900,+10d01m33.51s,100259750,-255520000,74,-74,0,-317680000,68,-68,0,24595240909450,2321,-2321,0,3181853,181,-181,0,7620000,1720000,-1720000,0,4800000000,25782600,-25782600,0,17822800,2293030,-2293030,0,16544300000,,,,17760000000,,,,110505000,6,-6,0,887751000,3147500,-3147500,0,42422300000,1422510000,-1422510000,0,45065000,1192220,-1192220,0,7500000,800000,-800000,0,2021-11-19 01:05:07,2022-10-24 12:03:10
4645.01,46698351,PC,15h22m50.54s,2307105900,-59d50m07.35s,-598353750,-52060000,53,-53,0,-34840000,68,-68,0,24600848126440,1791,-1791,0,50872348,128,-128,0,80350000,3080000,-3080000,0,40370000000,724480000,-724480000,0,179284000,7259570,-7259570,0,106809000000,,,,28320000000,,,,102381000,8,-8,0,7094530000,206395000,-206395000,0,89720000000,1777000000,-1777000000,0,38300000,700000,-700000,0,30200000,1200000,-1200000,0,2021-12-03 00:45:59,2025-07-09 16:00:02
4646.01,286696849,PC,04h51m11.91s,727996070,+50d05m52.53s,500979260,406030000,62,-62,0,-308960000,60,-60,0,24599159721550,822,-822,0,89299483,5745,-5745,0,32002668,878349,-878349,0,265164016202,4880032000,-4880032000,0,126566078,11154569,-11154569,0,360859625,,,,6251069435,,,,122257000,6,-6,0,1696370000,10075000,-10075000,0,43790000000,1262000000,-1262000000,0,44900000,1000000,-1000000,0,7775860,651859,-651859,0,2021-12-03 00:55:00,2023-03-06 16:02:02
4647.01,303204165,PC,00h20m59.06s,52460660,+12d19m26.41s,123240030,218930000,430,-430,0,313440000,112,-112,0,24594515425060,2018,-2018,0,88346147,462,-462,0,30143987,4970140,-4970140,0,6460966072,486422420,-486422420,0,25385619,12561876,-12561876,0,1446819536,,,,8845519427,,,,95905500,6,-6,0,1174110000,18135000,-18135000,0,59910000000,1289070000,-1289070000,0,45088600,797627,-797627,0,9680410,469849,-469849,0,2021-12-03 00:56:02,2024-11-18 16:02:01
4647.02,303204165,PC,00h20m59.06s,52460660,+12d19m26.41s,123240030,218930000,430,-430,0,313440000,112,-112,0,24594513913130,3509,-3509,0,110696104,794,-794,0,31681143,3949791,-3949791,0,5911055416,543123400,-543123400,0,25924247,4423366,-4423366,0,1071078742,,,,8204934142,,,,95905500,6,-6,0,1174110000,18135000,-18135000,0,59910000000,1289070000,-1289070000,0,45088600,797627,-797627,0,9680410,469849,-469849,0,2023-05-18 22:25:05,2024-11-18 16:02:01
4648.01,257774438,KP,01h05m51s,164625200,+11d45m13.38s,117537170,552960000,107,-107,0,671200000,105,-105,0,24594611811230,5195,-5195,0,153886607,1563,-1563,0,43300643,4433065,-4433065,0,4071050545,417416270,-417416270,0,25382638,2395857,-2395857,0,871069216,,,,7791712437,,,,89705500,6,-6,0,1013210000,6285000,-6285000,0,61010000000,1278960000,-1278960000,0,44451400,824554,-824554,0,10623000,498995,-498995,0,2021-12-03 00:56:02,2024-11-25 10:08:02
4649.01,404713783,PC,01h59m49.57s,299565270,+16d20m48.1s,163466940,518690000,72,-72,0,-63660000,68,-68,0,24602336870260,7894,-7894,0,150758735,1800,-1800,0,35020000,7560000,-7560000,0,6450000000,667862000,-667862000,0,24194200,2052860,-2052860,0,486781000,,,,7350000000,,,,101448000,6,-6,0,1482520000,8860000,-8860000,0,57447100000,1149210000,-1149210000,0,44402600,763711,-763711,0,10100000,500000,-500000,0,2021-12-03 00:56:03,2024-01-03 10:08:03
465.01,270380593,KP,02h11m07.7s,327820850,+02d25m05.5s,24181940,741900000,89,-89,0,400560000,80,-80,0,24584141358930,195,-195,0,38361623,11,-11,0,24128495,453707,-453707,0,53575774934,452533040,-452533040,0,62369926,4478517,-4478517,0,1907135382,,,,9477965650,,,,107307000,6,-6,0,1220660000,6445000,-6445000,0,49100000000,,,0,46010800,,,0,8473800,548341,-548341,0,2019-02-08 19:54:07,2024-11-26 16:02:02
4650.01,60646268,PC,22h17m18.83s,3343284470,-32d51m40.65s,-328612910,335510000,43,-43,0,261900000,45,-45,0,24590845361020,2365,-2365,0,26672418,132,-132,0,28580000,4370000,-4370000,0,111500000000,271318000,-271318000,0,85917000,,,0,3078670000,,,,11660000000,,,,134920000,6,-6,0,3145960000,32320000,-32320000,0,44320000000,1220000000,-1220000000,0,45000000,,,0,7700000,,,0,2021-12-21 00:32:03,2024-08-28 12:02:58
4651.01,147302550,PC,21h40m23.87s,3250994780,-46d17m47.86s,-462966280,-24410000,33,-33,0,33640000,32,-32,0,24590719601950,4234,-4234,0,111878978,1038,-1038,0,24570000,4360000,-4360000,0,81900000000,273406000,-273406000,0,101018000,,,0,361679000,,,,6830000000,,,,133592000,6,-6,0,6861480000,109605000,-109605000,0,57210000000,1220000000,-1220000000,0,43900000,,,0,10700000,,,0,2021-12-21 00:32:03,2024-08-22 10:08:01
4652.01,139877968,PC,21h45m21.88s,3263411740,-48d08m01.7s,-481338050,502450000,51,-51,0,-156820000,44,-44,0,24590783304460,2396,-2396,0,186224802,743,-743,0,40880000,3830000,-3830000,0,98900000000,2818630000,-2818630000,0,127590000,19543100,-19543100,0,840311000,,,,8430000000,,,,121679000,6,-6,0,3560610000,42740000,-42740000,0,56545000000,1195000000,-1195000000,0,44400000,800000,-800000,0,9900000,500000,-500000,0,2021-12-21 00:32:04,2024-08-22 10:08:01
4653.01,238854767,PC,22h51m01.29s,3427553940,-71d44m30.83s,-717418960,-129350000,37,-37,0,74040000,39,-39,0,24601284319890,6342,-6342,0,163764188,3377,-3377,0,47750000,10160000,-10160000,0,12300000000,40813100,-40813100,0,42335500,3322800,-3322800,0,1153740000,,,,9130000000,,,,113326000,6,-6,0,3765900000,40305000,-40305000,0,63970000000,1348000000,-1348000000,0,43600000,900000,-900000,0,12400000,500000,-500000,0,2021-12-21 00:32:04,2024-12-05 16:02:02
4654.01,99648579,PC,21h25m34.66s,3213944060,-21d47m54.28s,-217984100,-102460000,48,-48,0,-68260000,41,-41,0,24590840906320,3005,-3005,0,106936683,614,-614,0,24110000,2460000,-2460000,0,106800000000,191986000,-191986000,0,122512000,,,0,372400000,,,,6880000000,,,,132157000,8,-8,0,6954820000,159005000,-159005000,0,58200000000,1220000000,-1220000000,0,43400000,,,0,11400000,,,0,2021-12-21 00:32:05,2024-08-22 10:08:01
4655.01,209310912,PC,22h28m41.17s,3371715550,-23d56m08.75s,-239357630,129920000,47,-47,0,-160150000,40,-40,0,24590854629810,1695,-1695,0,36749802,4913,-4913,0,17430000,1990000,-1990000,0,238200000000,260164000,-260164000,0,117140000,,,0,926245000,,,,8640000000,,,,134227000,6,-6,0,3828370000,32985000,-32985000,0,51340000000,1220000000,-1220000000,0,46600000,,,0,7200000,,,0,2021-12-21 00:32:05,2024-08-22 10:08:01
4656.01,120523488,PC,00h11m38.65s,29110290,-38d00m36.96s,-380102670,20050000,49,-49,0,-84350000,47,-47,0,24591107951720,3470,-3470,0,34392210,392,-392,0,16930000,3740000,-3740000,0,50500000000,201469000,-201469000,0,62369000,,,0,1172430000,,,,9160000000,,,,133652000,6,-6,0,4437690000,73070000,-73070000,0,50530000000,1220000000,-1220000000,0,44800000,,,0,8700000,,,0,2021-12-21 00:32:41,2024-08-22 10:08:01
4657.01,434110695,PC,23h40m04.43s,3550184790,-15d56m46.85s,-159463460,39300000,76,-76,0,-33680000,65,-65,0,24601831115850,2903,-2903,0,81156670,7487,-7487,0,9600196,8208085,-8208085,0,18074400226,2778528700,-2778528700,0,58543726,106652640,-106652640,0,3444795703,,,,10987796748,,,,115471000,7,-7,0,4338170000,85375000,-85375000,0,62000000000,1270000000,-1270000000,0,42500000,800000,-800000,0,13517500,653267,-653267,0,2021-12-21 00:32:41,2024-11-18 16:02:01
4658.01,224279091,PC,23h42m08.52s,3555354800,-39d03m39.91s,-390610860,519360000,41,-41,0,-677280000,51,-51,0,24591038319340,4264,-4264,0,60142432,777,-777,0,22620000,4150000,-4150000,0,12100000000,49254800,-49254800,0,29667600,2572350,-2572350,0,1031110000,,,,8870000000,,,,115047000,6,-6,0,2224700000,18255000,-18255000,0,55750000000,1304000000,-1304000000,0,45800000,800000,-800000,0,8500000,400000,-400000,0,2021-12-21 00:32:42,2024-08-22 10:08:01
4659.01,178215634,PC,03h55m15.42s,588142370,-20d18m45.76s,-203127100,-53220000,49,-49,0,-62970000,46,-46,0,24591678583580,1453,-1453,0,10451165,26,-26,0,7940000,3340000,-3340000,0,10100000000,143130000,-143130000,0,61309100,6909410,-6909410,0,11951100000,,,,16380000000,,,,109774000,7,-7,0,3291900000,42275000,-42275000,0,59212000000,1108000000,-1108000000,0,41100000,700000,-700000,0,15200000,700000,-700000,0,2021-12-21 00:33:07,2024-08-22 10:08:01
