toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1000.01,50365310,FP,07h29m25.85s,1123577080,-12d41m45.46s,-126959600,-59640000,85,-85,0,-760000,72,-72,0,24592296300460,1657,-1657,0,21713484,2637,-2637,0,20172196,3195879,-3195879,0,6568860989,377782100,-377782100,0,58181633,19105465,-19105465,0,226019485814,,,,31272040524,,,,96040000,13,-13,0,4857350000,119515000,-119515000,0,102490000000,2647000000,-2647000000,0,41900000,700000,-700000,0,21698600,725729,-725729,0,2019-07-24 15:58:33,2024-09-09 10:08:01
1001.01,88863718,PC,08h10m19.31s,1225804650,-05d30m49.87s,-55138520,-49560000,102,-102,0,-155550000,72,-72,0,24599879488730,1916,-1916,0,19316462,53,-53,0,31660000,6470000,-6470000,0,12860000000,11864900000,-11864900000,0,112154000,26242000,-26242000,0,444645000000,,,,40450000000,,,,94234400,6,-6,0,2958620000,59100000,-59100000,0,70700000000,1264000000,-1264000000,0,40300000,900000,-900000,0,20100000,900000,-900000,0,2019-07-24 15:58:33,2023-04-03 14:31:04
1002.01,124709665,FP,06h58m54.47s,1047269660,-10d34m49.64s,-105804550,-14620000,206,-206,0,-22490000,206,-206,0,24592246878020,625,-625,0,18675574,30,-30,0,14080000,1840000,-1840000,0,15000000000,17584000,-17584000,0,237529000,,,0,28606100000,,,,20370000000,,,,92995010,58,-58,0,9431090000,1063330000,-1063330000,0,89240000000,1240000000,-1240000000,0,,,,0,57300000,,,0,2019-07-24 15:58:33,2022-07-11 16:02:02
1003.01,106997505,FP,07h22m14.39s,1105599450,-25d12m25.26s,-252070170,-9390000,41,-41,0,16400000,55,-55,0,24584933957000,5350,-5350,0,27432300,10800,-10800,0,31670000,6420000,-6420000,0,3834100000,7819880,-7819880,0,,,,0,11773600000,,,,16310000000,,,,93003000,37,-37,0,77281700000,18995700000,-18995700000,0,53885000000,5670000000,-5670000000,0,41500000,16400000,-16400000,0,,,,0,2019-07-24 15:58:33,2022-02-23 10:10:02
1004.01,238597883,FP,08h08m42.77s,1221781950,-48d48m10.12s,-488028110,-44960000,69,-69,0,93470000,62,-62,0,24599870472620,3748,-3748,0,35730141,128,-128,0,33700000,10290000,-10290000,0,7550000000,13065500000,-13065500000,0,113113000,32471400,-32471400,0,546793000000,,,,42600000000,,,,91355000,6,-6,0,3564370000,46175000,-46175000,0,92190000000,1711000000,-1711000000,0,41400000,700000,-700000,0,21500000,600000,-600000,0,2019-07-24 15:58:33,2024-09-09 10:08:01
1005.01,169904935,FP,08h02m49.15s,1207048110,-11d06m05.48s,-111015210,-269320000,1935,-1935,0,-29010000,2060,-2060,0,24599851568550,581,-581,0,45505945,31,-31,0,26540000,3390000,-3390000,0,37310000000,1237230000,-1237230000,0,71084100,4746110,-4746110,0,4147750000,,,,12570000000,,,,91309000,6,-6,0,1007110000,141210000,-141210000,0,56130000000,1799000000,-1799000000,0,,,,0,10900000,700000,-700000,0,2019-07-24 15:58:33,2025-07-08 10:08:01
1006.01,156115721,FP,08h17m26.22s,1243592390,-27d16m24.68s,-272735210,-291000000,2600,-2600,0,-68000000,2200,-2200,0,24592299845790,2159,-2159,0,25047918,4076,-4076,0,43797563,1036554,-1036554,0,22705402194,813808800,-813808800,0,86950898,84387660,-84387660,0,17509326350,,,,16498220699,,,,92386000,6,-6,0,,,,0,66160000000,2000000000,-2000000000,0,,,,0,15342900,14887000,-14887000,0,2019-07-24 15:58:33,2021-10-29 12:59:15
1007.01,65212867,PC,07h31m00.57s,1127523930,-04d27m48.09s,-44633590,3570000,58,-58,0,33990000,45,-45,0,24592479306950,1300,-1300,0,69989206,137,-137,0,39530000,4370000,-4370000,0,28400000000,9436180,-9436180,0,147752000,7647050,-7647050,0,4487440000,,,,12820000000,,,,88775900,6,-6,0,2832910000,30025000,-30025000,0,65960000000,1392000000,-1392000000,0,37100000,900000,-900000,0,27000000,1300000,-1300000,0,2019-07-24 15:58:33,2021-10-29 12:59:15
1008.01,440801822,FP,07h17m31.88s,1093828390,+13d23m42.79s,133952190,-179000000,1100,-1100,0,13000000,1000,-1000,0,24602582361220,2805,-2805,0,20483755,55,-55,0,27670000,8610000,-8610000,0,4830000000,419400000,-419400000,0,31962100,,,0,56444000000,,,,,,,,89362000,12,-12,0,1442970000,,,0,68585000000,5846000000,-5846000000,0,42000000,19000000,-19000000,0,15700000,,,0,2019-07-24 15:58:33,2023-12-08 16:02:02
1009.01,107782586,PC,07h26m40.28s,1116678450,-24d27m43.6s,-244621110,-32970000,319,-319,0,48490000,358,-358,0,24592292309240,389,-389,0,19600277,25,-25,0,20065257,505910,-505910,0,17076272693,496012230,-496012230,0,,,,0,10633422958,,,,14564246534,,,,84331000,28,-28,0,8661470000,1720970000,-1720970000,0,88687000000,8098000000,-8098000000,0,,,,0,,,,0,2019-07-24 15:58:33,2024-01-17 10:08:02
101.01,231663901,KP,21h14m56.88s,3187370120,-55d52m18.71s,-558718630,126410000,44,-44,0,-160110000,41,-41,0,24583260091170,132,-132,0,14303699,8,-8,0,16165994,192089,-192089,0,189607122944,1847913400,-1847913400,0,131874503,6576402,-6576402,0,12812408254,,,,15259048089,,,,124069000,6,-6,0,3753100000,44110000,-44110000,0,56000000000,,,0,44885100,,,0,8907740,438467,-438467,0,2018-09-05 18:49:20,2024-09-06 10:08:02
1010.01,139853601,FP,07h29m10.56s,1122939810,-21d49m58.48s,-218329120,-57460000,176,-176,0,45020000,261,-261,0,24592288781010,791,-791,0,6808702,390,-390,0,24634563,557065,-557065,0,15078006889,399711230,-399711230,0,59115908,15360428,-15360428,0,871406995884,,,,43820266062,,,,84508600,6,-6,0,4851220000,362460000,-362460000,0,94380000000,7820000000,-7820000000,0,,,,0,10000000,,,0,2019-07-24 15:58:33,2021-10-29 12:59:15
1011.01,114018671,PC,07h35m56.34s,1139847610,-32d50m31.2s,-328419990,1451020000,46,-46,0,-1349010000,52,-52,0,24599846277680,2619,-2619,0,24704981,73,-73,0,21910000,4820000,-4820000,0,2500000000,181279000,-181279000,0,14465600,1075030,-1075030,0,5755970000,,,,13640000000,,,,82388000,6,-6,0,526200000,793000,-793000,0,54137000000,1328000000,-1328000000,0,44600000,900000,-900000,0,9400000,500000,-500000,0,2019-07-24 15:58:33,2023-03-22 16:02:02
1012.01,427508467,APC,07h48m22.87s,1170952850,+06d47m06.23s,67850640,-29900000,202,-202,0,-290000,106,-106,0,24592525095950,369,-369,0,8841820,7,-7,0,16210000,350000,-350000,0,18900000000,3113660000,-3113660000,0,248132000,54159900,-54159900,0,1121440000000,,,,50980000000,,,,81271800,6,-6,0,2959590000,113150000,-113150000,0,89280000000,1287000000,-1287000000,0,39200000,800000,-800000,0,27200000,1300000,-1300000,0,2019-07-24 15:58:33,2023-03-10 12:02:48
1013.01,97700520,FP,07h09m08.66s,1072860630,-31d56m00.68s,-319335230,-39730000,63,-63,0,70610000,71,-71,0,24592322483220,512,-512,0,54255548,2073,-2073,0,39637474,211401,-211401,0,149396342222,2389735400,-2389735400,0,,,,0,2735880696,,,,10372753045,,,,76095000,6,-6,0,5102950000,93200000,-93200000,0,88687000000,8098000000,-8098000000,0,,,,0,,,,0,2019-07-24 15:58:33,2021-10-29 12:59:15
1014.01,96246348,FP,06h54m14.78s,1035616020,-34d13m22.15s,-342228200,-130630000,78,-78,0,97370000,141,-141,0,24599856570410,309,-309,0,14095184,23,-23,0,9484999,413901,-413901,0,28415103258,518816600,-518816600,0,,,,0,16504220710,,,,16256180218,,,,76780000,12,-12,0,2246720000,28445000,-28445000,0,93070000000,9389000000,-9389000000,0,,,,0,,,,0,2019-07-24 15:58:33,2023-11-20 10:08:02
1015.01,155044736,FP,08h11m35.03s,1228959640,-27d58m18.83s,-279718960,15660000,52,-52,0,-179740000,53,-53,0,24599636100650,4221,-4221,0,13730466,67,-67,0,25708515,1950537,-1950537,0,13015065338,966463700,-966463700,0,421479417,464890400,-464890400,0,31606328329,,,,19123318636,,,,107069000,8,-8,0,9064960000,288415000,-288415000,0,48970000000,1220000000,-1220000000,0,,,,0,67996101,,,0,2019-04-01 16:51:56,2023-12-20 16:02:19
1016.01,175310067,FP,07h44m26.59s,1161107710,-36d05m53.83s,-360982850,-92310000,48,-48,0,116140000,52,-52,0,24592388311380,6715,-6715,0,126889415,95088,-95088,0,79201001,5393766,-5393766,0,32328527885,2352532800,-2352532800,0,140608342,152415910,-152415910,0,4251594177,,,,11581310368,,,,106257000,6,-6,0,3686460000,37840000,-37840000,0,76010000000,1358000000,-1358000000,0,43100000,800000,-800000,0,15364100,479799,-479799,0,2019-04-01 16:52:03,2024-09-09 10:08:01
1017.01,182943944,FP,08h18m54.34s,1247264110,-37d46m59.7s,-377832500,-112780000,45,-45,0,95930000,45,-45,0,24585189653600,1370,-1370,0,11042200,1300,-1300,0,23700000,620000,-620000,0,141777000000,8437880000,-8437880000,0,210448000,52201200,-52201200,0,394593000000,,,,39260000000,,,,106019000,6,-6,0,4069970000,47245000,-47245000,0,69952000000,1570000000,-1570000000,0,40700000,5500000,-5500000,0,16100000,700000,-700000,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1018.01,291555748,FP,07h26m51.84s,1117160190,-50d15m59.64s,-502665670,-80180000,49,-49,0,115600000,47,-47,0,24584927807800,730,-730,0,49591200,1600,-1600,0,25090000,1300000,-1300000,0,74400000000,1979620000,-1979620000,0,229123000,32805500,-32805500,0,6735500000,,,,14190000000,,,,106254000,6,-6,0,3605410000,29645000,-29645000,0,58890000000,1243000000,-1243000000,0,38600000,700000,-700000,0,20000000,900000,-900000,0,2019-04-01 16:52:01,2021-10-29 12:59:15
1019.01,341420329,PC,08h00m35.52s,1201479940,-54d52m42.79s,-548785520,-117320000,47,-47,0,25860000,61,-61,0,24592324468640,120,-120,0,52341008,12,-12,0,37078139,125204,-125204,0,207969416293,508036100,-508036100,0,242931408,7497171,-7497171,0,14536663847,,,,15748381848,,,,106348000,6,-6,0,3995440000,41635000,-41635000,0,76450000000,1344000000,-1344000000,0,43000000,800000,-800000,0,15620300,481257,-481257,0,2019-07-24 17:08:12,2024-02-16 10:08:02
102.01,149603524,KP,05h48m33.56s,871398210,-63d59m17.98s,-639883290,-156410000,37,-37,0,260460000,37,-37,0,24601879165710,126,-126,0,44119378,8,-8,0,36500000,110000,-110000,0,150620000000,691814000,-691814000,0,154706000,6919630,-6919630,0,6532520000,,,,14080000000,,,,97109000,6,-6,0,1756310000,5880000,-5880000,0,62800000000,,,0,43209200,,,0,12100000,500000,-500000,0,2019-05-07 17:42:37,2024-10-03 10:08:02
1020.01,140706664,FP,08h33m31.67s,1283819760,-43d49m42.32s,-438284210,-58140000,51,-51,0,43280000,47,-47,0,24585212910800,2410,-2410,0,32889200,6600,-6600,0,37930000,2020000,-2020000,0,105189000000,5306080000,-5306080000,0,,,,0,298326000000,,,,36610000000,,,,107173000,13,-13,0,9068270000,238635000,-238635000,0,87342000000,2836000000,-2836000000,0,41000000,14500000,-14500000,0,,,,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1021.01,143994283,FP,07h57m12.18s,1193007500,-42d59m56.94s,-429991490,-32110000,46,-46,0,-150820000,51,-51,0,24584929042900,4260,-4260,0,19087900,3500,-3500,0,19090000,2310000,-2310000,0,6184820000,14377400,-14377400,0,33468800,2177490,-2177490,0,9858070000,,,,15610000000,,,,105551000,6,-6,0,2359740000,15790000,-15790000,0,60226000000,1335000000,-1335000000,0,45200000,3900000,-3900000,0,12200000,500000,-500000,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1022.01,47384844,FA,10h51m51.58s,1629649100,-05d47m19.35s,-57887080,-157870000,90,-90,0,-118490000,77,-77,0,24585474480000,8340,-8340,0,30957400,67700,-67700,0,44750000,11960000,-11960000,0,3800000000,,,0,34262000,7787130,-7787130,0,180879000000,,,,32300000000,,,,87292400,7,-7,0,1206660000,10680000,-10680000,0,60840000000,1110000000,-1110000000,0,41300000,3000000,-3000000,0,14100000,500000,-500000,0,2019-06-04 14:32:44,2023-06-06 12:02:56
1023.01,238374636,FP,08h03m21.05s,1208376880,-51d20m44.25s,-513456260,-233660000,42,-42,0,226520000,40,-40,0,24593033039690,3015,-3015,0,13214483,231,-231,0,34350000,710000,-710000,0,21800000000,1379460000,-1379460000,0,218839000,40147500,-40147500,0,356232000000,,,,38270000000,,,,96970000,6,-6,0,3163980000,22470000,-22470000,0,50508000000,868000000,-868000000,0,35600000,4000000,-4000000,0,29900000,1500000,-1500000,0,2019-07-24 18:44:12,2021-12-07 16:02:02
1024.01,141482386,FP,05h47m16.97s,868207140,-72d25m21.4s,-724226110,11280000,44,-44,0,115630000,47,-47,0,24583397227600,5920,-5920,0,180157000,1500,-1500,0,25240000,4030000,-4030000,0,6100000000,16631700,-16631700,0,216440000,,,0,76436400,,,,4630000000,,,,100814000,6,-6,0,6922660000,121130000,-121130000,0,47090000000,1220000000,-1220000000,0,,,,0,76100000,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1025.01,297967252,PC,09h30m05.08s,1425211590,-51d31m01.61s,-515171140,-191530000,168,-168,0,110460000,178,-178,0,24585451498040,92,-92,0,96837921,9,-9,0,24006056,86986,-86986,0,42382399008,158381110,-158381110,0,,,,0,31763106916,,,,19146989260,,,,55324000,6,-6,0,1298380000,17130000,-17130000,0,85987000000,12457000000,-12457000000,0,,,,0,,,,0,2019-07-24 18:44:12,2024-09-15 12:02:47
1026.01,388624270,FP,08h21m44.31s,1254346340,-51d45m33.99s,-517594420,472280000,47,-47,0,-63250000,39,-39,0,24607208076740,3630,-3630,0,142628757,385,-385,0,69350494,4663160,-4663160,0,9132067174,372772746,-372772746,0,24765813,1510812,-1510812,0,1532069421,,,,9803628831,,,,99138000,6,-6,0,1056770000,2575000,-2575000,0,56900000000,1290000000,-1290000000,0,45800000,800000,-800000,0,8538980,413895,-413895,0,2019-06-11 14:45:00,2025-09-02 16:00:02
1027.01,20318757,PC,11h08m31.99s,1671332750,-29d39m11.29s,-296531350,-875540000,73,-73,0,129920000,57,-57,0,24600378690500,1406,-1406,0,32834565,46,-46,0,15370000,7090000,-7090000,0,15580000000,1854200000,-1854200000,0,28764800,3141770,-3141770,0,1610920000,,,,9920000000,,,,102103000,6,-6,0,563449000,1324500,-1324500,0,42720000000,1227000000,-1227000000,0,46000000,1100000,-1100000,0,6800000,600000,-600000,0,2019-07-24 18:44:12,2023-06-05 12:03:22
1027.02,20318757,PC,11h08m31.99s,1671332750,-29d39m11.29s,-296531350,-875540000,73,-73,0,129920000,57,-57,0,24600325332500,2913,-2913,0,110287500,354,-354,0,27150000,4040000,-4040000,0,16940000000,1044320000,-1044320000,0,27658600,2689270,-2689270,0,150463000,,,,5480000000,,,,102103000,6,-6,0,563449000,1324500,-1324500,0,42720000000,1227000000,-1227000000,0,46000000,1100000,-1100000,0,6800000,600000,-600000,0,2021-06-03 22:37:59,2024-09-01 12:02:56
1027.03,20318757,PC,11h08m31.99s,1671332750,-29d39m11.29s,-296531350,-875540000,73,-73,0,129920000,57,-57,0,24600325730400,2567,-2567,0,50113292,120,-120,0,10240000,4710000,-4710000,0,12100000000,1820350000,-1820350000,0,25231400,3027980,-3027980,0,171793000,,,,5670000000,,,,102103000,6,-6,0,563449000,1324500,-1324500,0,42720000000,1227000000,-1227000000,0,46000000,1100000,-1100000,0,6800000,600000,-600000,0,2023-05-18 23:08:27,2023-06-05 12:03:22
1028.01,447283466,FP,10h28m23.6s,1570983370,-51d42m19.47s,-517054090,306500000,54,-54,0,-339060000,56,-56,0,24585444806600,4120,-4120,0,10160600,3400,-3400,0,28430000,2780000,-2780000,0,2400000000,3757090,-3757090,0,12070400,989898,-989898,0,27840400000,,,,20230000000,,,,79059000,6,-6,0,237748000,202500,-202500,0,46340000000,1209000000,-1209000000,0,46400000,900000,-900000,0,6800000,500000,-500000,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1029.01,374908020,FP,05h54m57.38s,887390900,-65d57m31.82s,-659588390,,,,,,,,,24583658931300,960,-960,0,362221400,4600,-4600,0,51070000,1880000,-1880000,0,71700000000,2281730000,-2281730000,0,,,,0,,,,,,,,,68410000,0,0,0,,,,0,,,,0,,,,0,,,,0,2019-06-11 14:45:03,2021-12-07 16:02:02
103.01,336732616,KP,20h49m49.8s,3124574880,-24d25m43.3s,-244286940,104260000,70,-70,0,156200000,51,-51,0,24583272525600,586,-586,0,35478540,1490,-1490,0,34943330,492050,-492050,0,104243718000,1233593140,-1233593140,0,145818410,1964350,-1964350,0,12120043760,,,,15048589530,,,,115232000,8,-8,0,4112110000,77520000,-77520000,0,63510000000,,,0,42289600,,,0,14000000,,,0,2018-09-05 18:49:20,2024-09-07 10:08:02
1030.01,464296022,FP,10h23m19.55s,1558314780,-57d35m24.89s,-575902480,-261840000,2184,-2184,0,224890000,1073,-1073,0,24600547839370,628,-628,0,121246519,103,-103,0,46120000,6670000,-6670000,0,72790000000,64849500000,-64849500000,0,176729000,25968800,-25968800,0,2073200000,,,,10570000000,,,,95706000,6,-6,0,784127300,28399200,-28399200,0,48076000000,600000000,-600000000,0,41700000,3600000,-3600000,0,10700000,300000,-300000,0,2019-07-24 18:44:12,2023-05-31 10:10:01
1031.01,304021498,FP,09h23m32.13s,1408838900,-67d01m33.62s,-670260060,-239010000,42,-42,0,30300000,47,-47,0,24593048379390,2852,-2852,0,56526230,254,-254,0,34340000,4750000,-4750000,0,12500000000,260133000,-260133000,0,89435400,11398800,-11398800,0,27170600000,,,,20110000000,,,,97318000,6,-6,0,2707710000,16275000,-16275000,0,64154000000,1032000000,-1032000000,0,39800000,800000,-800000,0,19200000,800000,-800000,0,2019-06-25 15:58:39,2024-09-19 10:08:01
1032.01,146589986,PC,10h36m53.16s,1592215060,-42d32m29.9s,-425416390,-151500000,72,-72,0,64370000,87,-87,0,24592838286850,897,-897,0,56643704,109,-109,0,38087395,887935,-887935,0,34918232968,952526700,-952526700,0,147738943,7471176,-7471176,0,76576621505,,,,23858536488,,,,97611000,6,-6,0,5871960000,187865000,-187865000,0,103950000000,3206000000,-3206000000,0,41300000,700000,-700000,0,23383701,1093570,-1093570,0,2019-07-24 18:44:12,2024-01-17 10:08:02
1033.01,149601557,FP,05h49m07.82s,872825860,-60d29m54.4s,-604984440,89000000,3100,-3100,0,207000000,2200,-2200,0,24601951006480,2821,-2821,0,290160175,647,-647,0,53450000,3140000,-3140000,0,13890000000,360326000,-360326000,0,67740600,,,0,332234000,,,,,,,,100163000,6,-6,0,2199400000,,,0,61131000000,,,0,,,,0,20100000,,,0,2019-06-11 14:45:00,2025-06-03 16:00:01
1034.01,400595342,FP,08h57m46.02s,1344417520,-49d00m02.08s,-490005780,-48370000,63,-63,0,41090000,62,-62,0,24607686174270,2617,-2617,0,36404389,82,-82,0,25339234,5744699,-5744699,0,4763077321,351115139,-351115139,0,37025342,1738907,-1738907,0,99412265514,,,,27830980270,,,,98174000,6,-6,0,3634400000,49830000,-49830000,0,98100000000,1737000000,-1737000000,0,44300000,600000,-600000,0,16077600,427739,-427739,0,2019-07-24 18:44:12,2025-09-05 10:08:01
1035.01,361413119,PC,09h36m36.07s,1441502730,-61d34m59.46s,-615831820,-95060000,239,-239,0,168970000,207,-207,0,24592868726050,437,-437,0,60744477,59,-59,0,24954821,518881,-518881,0,59825212406,939391200,-939391200,0,309493217,116974440,-116974440,0,14875644344,,,,15839398898,,,,101126000,6,-6,0,3475560000,136300000,-136300000,0,59640000000,1284000000,-1284000000,0,37000000,900000,-900000,0,24303801,1515680,-1515680,0,2019-07-24 18:44:12,2025-07-09 16:00:02
1036.01,146172354,PC,10h31m28.11s,1578671120,-42d14m25.61s,-422404480,109920000,37,-37,0,-577480000,49,-49,0,24600371722730,1095,-1095,0,37795212,40,-40,0,29520000,1580000,-1580000,0,27610000000,602474000,-602474000,0,59837500,3118970,-3118970,0,4665280000,,,,12940000000,,,,102855000,6,-6,0,1840150000,9620000,-9620000,0,57710000000,1323000000,-1323000000,0,43100000,800000,-800000,0,11800000,600000,-600000,0,2019-07-24 18:44:12,2023-05-05 16:02:01
1037.01,363260203,FP,09h49m32.44s,1473851720,-63d18m23.32s,-633064780,-196870000,70,-70,0,109530000,68,-68,0,24593311245120,3174,-3174,0,12025238,67,-67,0,19910000,520000,-520000,0,3900000000,1075700000,-1075700000,0,63110600,19950400,-19950400,0,2084770000000,,,,59520000000,,,,90211000,6,-6,0,2796980000,32790000,-32790000,0,91580000000,1714000000,-1714000000,0,43200000,700000,-700000,0,17400000,500000,-500000,0,2019-07-24 18:44:12,2024-09-07 10:08:02
1038.01,90544017,FP,08h33m49.11s,1284546380,-49d56m25.25s,-499403470,-155000000,1600,-1600,0,70000000,1500,-1500,0,24592733716430,2025,-2025,0,32235985,138,-138,0,21590000,4520000,-4520000,0,6800000000,11300000,-11300000,0,55134100,,,0,20648000000,,,,,,,,87157000,6,-6,0,2807650000,,,0,89040000000,2399000000,-2399000000,0,40900000,13600000,-13600000,0,21700000,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1039.01,461867584,APC,09h58m45.25s,1496885450,-58d45m37.63s,-587604530,-64340000,215,-215,0,40980000,246,-246,0,24600312166000,710,-710,0,44201250,85,-85,0,39560000,12590000,-12590000,0,24660000000,1963000000,-1963000000,0,,,,0,,,,,,,,,85483000,600,-600,0,28643400000,10125400000,-10125400000,0,,,,0,,,,0,,,,0,2019-07-24 18:44:12,2023-05-05 16:02:01
104.01,231670397,KP,21h19m47.93s,3199496970,-58d08m56.16s,-581489330,105520000,45,-45,0,-106580000,43,-43,0,24601506086770,682,-682,0,40872956,23,-23,0,55861130,508755,-508755,0,35721712499,356894260,-356894260,0,136237732,6518233,-6518233,0,22423605401,,,,17550767383,,,,98638000,6,-6,0,3166780000,29655000,-29655000,0,60360000000,,,0,39335900,,,0,22186699,1025730,-1025730,0,2018-09-05 18:49:20,2023-10-16 16:02:02
1040.01,310483807,FP,08h34m27.41s,1286142100,-61d29m17.74s,-614882620,-117800000,118,-118,0,67250000,97,-97,0,24585206567400,4970,-4970,0,25555500,4500,-4500,0,15660000,3750000,-3750000,0,3400000000,13722400,-13722400,0,115901000,,,0,35206800000,,,,21450000000,,,,83854000,7,-7,0,7324320000,324490000,-324490000,0,100370000000,1230000000,-1230000000,0,,,,0,60400000,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1041.01,385624852,FP,09h13m36.54s,1384022520,-55d11m52.48s,-551979100,-141890000,65,-65,0,142610000,58,-58,0,24592618012160,400,-400,0,83079200,3700,-3700,0,32280000,890000,-890000,0,83500000000,1602380000,-1602380000,0,431068000,44239900,-44239900,0,22762500000,,,,19240000000,,,,80981000,6,-6,0,3050340000,29810000,-29810000,0,90810000000,1732000000,-1732000000,0,38300000,700000,-700000,0,30500000,900000,-900000,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1042.01,360286627,PC,09h27m54.05s,1419752150,-61d19m48.14s,-613300400,-115950000,56,-56,0,31390000,57,-57,0,24592813379560,1287,-1287,0,7580820,73,-73,0,18184632,1306038,-1306038,0,5839318100,581024900,-581024900,0,101273702,6658212,-6658212,0,2162181005011,,,,54997476332,,,,97180000,6,-6,0,7926330000,194965000,-194965000,0,99170000000,1996000000,-1996000000,0,37500000,600000,-600000,0,35086601,1201210,-1201210,0,2019-07-24 18:44:12,2025-07-09 16:00:02
1043.01,90448944,FP,08h33m12.56s,1283023190,-52d42m51.13s,-527142020,-94960000,51,-51,0,146590000,45,-45,0,24599857704250,3745,-3745,0,14415577,74,-74,0,23490000,6820000,-6820000,0,5070000000,549645000,-549645000,0,36107800,2600400,-2600400,0,168618000000,,,,31740000000,,,,95719000,6,-6,0,2080550000,11015000,-11015000,0,69020000000,1357000000,-1357000000,0,42500000,900000,-900000,0,15200000,600000,-600000,0,2019-07-24 18:44:12,2024-09-09 10:08:01
1044.01,463402815,PC,10h15m14.65s,1538110230,-58d45m59.01s,-587663930,-144410000,73,-73,0,62140000,69,-69,0,24600371946720,793,-793,0,10085089,9,-9,0,16420000,3430000,-3430000,0,30510000000,6889310000,-6889310000,0,,,,0,,,,,,,,,100031000,6,-6,0,4946890000,95570000,-95570000,0,52152000000,11668000000,-11668000000,0,,,,0,,,,0,2019-07-24 18:44:12,2023-05-11 16:02:02
1045.01,54044474,FP,10h39m33.05s,1598877040,-32d30m42.77s,-325118800,-346090000,53,-53,0,146670000,57,-57,0,24593015441260,611,-611,0,37039994,37,-37,0,42770000,5990000,-5990000,0,75900000000,12209200,-12209200,0,175700000,7465730,-7465730,0,35461300000,,,,21490000000,,,,96306000,6,-6,0,3006960000,33695000,-33695000,0,70138000000,2996000000,-2996000000,0,42100000,4400000,-4400000,0,19000000,800000,-800000,0,2019-07-24 18:44:12,2021-12-07 16:02:02
1046.01,309787037,FP,08h25m40.67s,1264194680,-60d54m27.05s,-609075140,-15360000,58,-58,0,-99790000,48,-48,0,24601778671950,1123,-1123,0,13042553,20,-20,0,17060000,2130000,-2130000,0,9140000000,6289540000,-6289540000,0,93647200,13064700,-13064700,0,269447000000,,,,35690000000,,,,100119000,6,-6,0,3012980000,24960000,-24960000,0,67620000000,1302000000,-1302000000,0,41100000,800000,-800000,0,17500000,700000,-700000,0,2019-07-24 18:44:12,2024-09-19 10:08:01
1047.01,370745311,FP,09h38m19.57s,1445815350,-67d30m18.35s,-675050970,-354120000,104,-104,0,240840000,128,-128,0,24585447906100,920,-920,0,6262700,200,-200,0,6660000,1690000,-1690000,0,18800000000,685212000,-685212000,0,57216200,8944620,-8944620,0,32355700000,,,,21010000000,,,,102355000,6,-6,0,1349260000,10555000,-10555000,0,56220000000,1312000000,-1312000000,0,45000000,700000,-700000,0,9300000,500000,-500000,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1048.01,384549882,FP,09h06m06.65s,1365277020,-54d54m14.12s,-549039220,-108630000,96,-96,0,70630000,89,-89,0,24585183760000,750,-750,0,3041200,100,-100,0,7480000,1000000,-1000000,0,13300000000,38310700,-38310700,0,104170000,6680570,-6680570,0,2808330000000,,,,64130000000,,,,88020000,6,-6,0,4404260000,94840000,-94840000,0,118920000000,2358000000,-2358000000,0,41400000,700000,-700000,0,25200000,900000,-900000,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1049.01,16288184,KP,16h55m04.52s,2537688480,-28d42m38.1s,-287105840,-85680000,100,-100,0,-55620000,55,-55,0,24593638213930,699,-699,0,21805277,27,-27,0,29691750,407210,-407210,0,163401353205,4268955700,-4268955700,0,168088530,8821375,-8821375,0,17704650539,,,,16544040680,,,,110657000,6,-6,0,3149950000,70655000,-70655000,0,65990000000,2000000000,-2000000000,0,42101700,19641100,-19641100,0,12714601,635578,-635578,0,2019-07-15 19:20:04,2022-03-30 16:02:02
