kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,9488035570,278,-278,1705387500,2160,-2160,1460,3180,-1460,295750,8190,-8190,6160000,19500,-19500,2.26,260,-150,793.0,,,93.59,29.45,-16.65,35.80,1,q1_q17_dr25_tce,5455.00,81.00,-81.00,4467,64,-96,9270,1050,-610,291934230,48141651,15347
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,9690,0,0,0,0,54418382700,2480,-2480,1625138400,3520,-3520,5860,590,-4430,450700,11600,-11600,8750000,35500,-35500,2.83,320,-190,443.0,,,9.11,2.87,-1.62,25.80,2,q1_q17_dr25_tce,5455.00,81.00,-81.00,4467,64,-96,9270,1050,-610,291934230,48141651,15347
10811496,K00753.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,19899139950,149,-149,1758502520,581,-581,9690,5.1260,-770,178220,3410,-3410,108000000,171000,-171000,14.60,3920,-1310,638.0,,,39.30,31.04,-10.49,76.30,1,q1_q17_dr25_tce,5853.00,158.00,-176.00,4544,44,-176,8680,2330,-780,297004820,48134129,15436
10848459,K00754.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1736952453,"2,63","-2,63",1703075650,115,-115,1.2760,1150,-920,240641,537,-537,80800000,12800,-12800,33.46,8500,-2830,1395.0,,,891.96,668.95,-230.35,505.60,1,q1_q17_dr25_tce,5805.00,157.00,-174.00,4564,53,-168,7910,2010,-670,285534610,48285210,15597
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,2525591777,"37,6","-37,6",1715955500,1130,-1130,7010,2350,-4780,165450,4200,-4200,6030000,16900,-16900,2.75,880,-350,1406.0,,,926.16,874.33,-314.24,40.90,1,q1_q17_dr25_tce,6031.00,169.00,-211.00,4438,70,-210,1.0460,3340,-1330,288754880,48226200,15509
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,11094320540,204,-204,1712011600,1410,-1410,5380,300,-4280,459450,6100,-6100,15200000,24200,-24200,3.90,1270,-420,835.0,,,114.81,112.85,-36.70,66.50,1,q1_q17_dr25_tce,6046.00,189.00,-232.00,4486,54,-229,9720,3150,-1050,296286130,48224670,15714
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4134435120,105,-105,1729793700,1900,-1900,7620,1390,-5320,314020,6730,-6730,6860000,18700,-18700,2.77,900,-300,1160.0,,,427.65,420.33,-136.70,40.20,2,q1_q17_dr25_tce,6046.00,189.00,-232.00,4486,54,-229,9720,3150,-1050,296286130,48224670,15714
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,9920,0,0,0,0,2566588970,178,-178,1795543700,4610,-4610,7550,2120,-5230,242900,16500,-16500,2270000,16800,-16800,1.59,520,-170,1360.0,,,807.74,793.91,-258.20,15.00,3,q1_q17_dr25_tce,6046.00,189.00,-232.00,4486,54,-229,9720,3150,-1050,296286130,48224670,15714
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,7361789580,213,-213,1322505300,2530,-2530,1.1690,7.1330,-440,502200,13600,-13600,2340000,5800,-5800,39.21,6450,-9670,1342.0,,,767.22,349.28,-365.49,47.70,1,q1_q17_dr25_tce,6227.00,111.00,-124.00,3986,182,-98,1.9580,3220,-4830,298864350,42151569,12660
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,16068646740,109,-109,1736219370,517,-517,520,2620,-520,353470,2410,-2410,49100000,33300,-33300,5.76,220,-490,600.0,,,30.75,4.46,-6.66,161.90,1,q1_q17_dr25_tce,5031.00,75.00,-83.00,4485,83,-28,8480,330,-720,286999480,48375790,15841
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,8110,0,0,0,0,2470613377,"0,27","-0,27",1227633050,"8,7","-8,7",8180,10,-10,174319,107,-107,142000000,4200,-4200,13.04,510,-510,1339.0,,,761.46,106.21,-95.76,4304.30,1,q1_q17_dr25_tce,5820.00,78.00,-78.00,4457,24,-24,9640,380,-380,286808470,49316399,11338
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.2000,0,1,0,0,2204735417,"0,43","-0,43",1213585417,16,-16,2240,1590,-2160,388864,203,-203,66700000,1700,-1700,16.10,810,-910,2048.0,,,4148.92,651.59,-654.46,5945.90,1,q1_q17_dr25_tce,6440.00,76.00,-89.00,4019,33,-27,1.9520,990,-1100,292247280,47969521,10463
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,9980,0,0,0,0,3522498429,"1,98","-1,98",1211194228,"47,1","-47,1",6310,70,-70,319843,653,-653,91500000,6600,-6600,14.59,1110,-1110,1521.0,,,1264.67,307.23,-276.48,1741.50,1,q1_q17_dr25_tce,6225.00,112.00,-137.00,4169,55,-45,1.4510,1100,-1100,281288120,42451080,13563
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,3709214104,"65,4","-65,4",1339831800,1430,-1430,510,3950,-510,263020,4270,-4270,1310000,3000,-3000,1.16,170,-120,1206.0,,,500.46,197.96,-130.54,50.60,2,q1_q17_dr25_tce,5833.00,105.00,-117.00,4407,85,-114,1.0220,1430,-1070,295648710,48495560,12772
10419211,K00742.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11521446064,"19,8","-19,8",1708396880,131,-131,2.4830,2.8510,-6730,363990,1140,-1140,180000000,31900,-31900,150.51,39800,-13300,753.0,,,75.88,58.89,-19.99,622.10,1,q1_q17_dr25_tce,5795.00,155.00,-172.00,4554,33,-176,8480,2240,-750,297079930,47597401,15472
10464078,K00743.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19403937760,207,-207,1724842530,842,-842,8040,70,-50,1221550,5980,-5980,89200000,53300,-53300,7.18,760,-680,523.0,,,17.69,6.66,-4.88,214.70,1,q1_q17_dr25_tce,5043.00,151.00,-151.00,4591,72,-48,6800,720,-650,289258210,47635319,15487
10480982,K00744.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19221388942,"11,2","-11,2",1845521637,45,-45,1.0650,310,-340,479843,235,-235,743000000,21900,-21900,49.29,16000,-5000,698.0,,,55.97,54.55,-16.40,2317.00,1,q1_q17_dr25_tce,6117.00,182.00,-200.00,4496,52,-208,9470,3080,-960,295814540,47690350,15341
10485250,K00745.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,16469837740,136,-136,1808817610,623,-623,2920,1180,-1010,943780,6000,-6000,105000000,39900,-39900,7.94,890,-890,595.0,,,29.61,12.01,-8.91,303.40,1,q1_q17_dr25_tce,5152.00,168.00,-153.00,4517,88,-72,7860,880,-880,297154420,47668701,15788
10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,9273581730,104,-104,1732581550,877,-877,3870,40,-3860,328750,3090,-3090,12900000,16800,-16800,2.47,200,-240,649.0,,,41.85,12.49,-11.70,87.20,1,q1_q17_dr25_tce,4856.00,131.00,-146.00,4583,65,-35,6960,560,-680,288138240,47724449,15302
10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,6029303290,"55,1","-55,1",1716029590,713,-713,2580,1960,-2580,158210,3110,-3110,19100000,34400,-34400,2.85,260,-150,678.0,,,50.04,16.40,-9.88,65.40,1,q1_q17_dr25_tce,4537.00,123.00,-123.00,4648,20,-56,6720,620,-360,283710880,47863270,15784
10583180,K00748.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2696370652,"75,3","-75,3",1707376900,2340,-2340,440,3600,-440,361290,6860,-6860,3980000,9500,-9500,1.58,130,-160,1066.0,,,305.34,96.64,-86.33,48.20,1,q1_q17_dr25_tce,4989.00,149.00,-149.00,4504,90,-60,8190,670,-820,283765470,47804298,15269
10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,5349553819,"88,3","-88,3",1718069400,1270,-1270,920,3690,-920,302780,4710,-4710,8310000,14800,-14800,2.55,160,-240,919.0,,,168.99,34.66,-38.48,60.60,1,q1_q17_dr25_tce,5185.00,85.00,-77.00,4440,98,-45,9100,570,-860,292376130,47880989,15416
10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,9800,0,0,0,0,3941052210,109,-109,1360866200,2330,-2330,2260,2430,-2260,259840,7370,-7370,3630000,13900,-13900,1.70,110,-160,1018.0,,,253.15,51.91,-57.65,28.90,2,q1_q17_dr25_tce,5185.00,85.00,-77.00,4440,98,-45,9100,570,-860,292376130,47880989,15416
10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,9710,0,0,0,0,8109048070,679,-679,1328031000,7160,-7160,250,4250,-250,359600,19800,-19800,2170000,16800,-16800,1.30,90,-120,800.0,,,97.03,19.90,-22.09,14.10,3,q1_q17_dr25_tce,5185.00,85.00,-77.00,4440,98,-45,9100,570,-860,292376130,47880989,15416
2306756,K00113.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,386603052800,1370,-1370,1663420790,299,-299,9765,497,-268,680570,1840,-1840,249000000,45800,-45800,41.50,1680,-1680,297.0,,,1.84,0.26,-0.24,994.00,1,q1_q16_tce,5543.00,79.00,-79.00,4081,14,-14,1.5800,640,-640,292273740,37671558,12394
10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,21676991930,701,-701,1715359400,2580,-2580,8960,100,-6630,345550,6560,-6560,8570000,27100,-27100,2.95,120,-230,530.0,,,18.64,2.78,-3.80,34.30,1,q1_q17_dr25_tce,4954.00,79.00,-79.00,4500,75,-20,8280,320,-650,290465120,47929180,15377
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4996779680,139,-139,1717420800,2190,-2190,7100,60,-5330,217170,7620,-7620,9350000,39700,-39700,2.78,520,-230,917.0,,,166.95,102.06,-42.14,28.20,1,q1_q17_dr25_tce,5339.00,175.00,-159.00,4552,34,-136,8470,1610,-690,297808260,47946671,15861
11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4280963604,"61,4","-61,4",1718965900,1150,-1150,4240,1120,-3560,287500,4200,-4200,7510000,14100,-14100,2.30,580,-190,1012.0,,,247.87,182.24,-63.32,61.80,1,q1_q17_dr25_tce,5644.00,152.00,-169.00,4564,32,-168,8310,2070,-690,294265810,49314091,15356
11463211,K00770.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1506354090,"4,7","-4,7",1709980640,246,-246,8600,420,-1250,151550,4830,-4830,22100000,18300,-18300,4.53,1010,-440,1452.0,,,1054.12,703.10,-292.26,181.10,1,q1_q17_dr25_tce,5714.00,155.00,-172.00,4563,40,-160,8310,1860,-800,295665220,49351009,15525
11465813,K00771.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,670645531000,12400,-12400,2090435500,1570,-1570,7010,40,-50,5341200,13100,-13100,181000000,33500,-33500,14.14,2130,-710,196.0,,,0.35,0.15,-0.06,642.70,1,q1_q17_dr25_tce,5520.00,100.00,-111.00,4466,32,-120,9830,1480,-490,296698610,49316479,15207
11493732,K00772.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,61256362800,1560,-1560,1738382600,2090,-2090,1.2480,6.9120,-670,763300,10500,-10500,51200000,70600,-70600,39.87,12800,-5480,505.0,,,15.43,14.85,-5.51,85.30,1,q1_q17_dr25_tce,6144.00,184.00,-220.00,4402,72,-217,1.0910,3500,-1500,283725920,49479519,15250
11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,38377548600,1600,-1600,1728204800,3380,-3380,4680,4610,-2670,558800,11300,-11300,7240000,23400,-23400,2.82,370,-340,529.0,,,18.53,6.72,-4.93,34.70,1,q1_q17_dr25_tce,5481.00,82.00,-74.00,4369,121,-99,1.0360,1380,-1240,291722020,49480869,15172
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,9920,0,0,0,0,41197255020,935,-935,1650040400,1710,-1710,450,3370,-450,462970,6330,-6330,22100000,45500,-45500,3.86,150,-330,439.0,,,8.76,1.27,-1.90,51.20,2,q1_q17_dr25_tce,5031.00,75.00,-83.00,4485,83,-28,8480,330,-720,286999480,48375790,15841
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,6252962249,"95,8","-95,8",1713012600,1170,-1170,1050,3290,-1050,258190,4260,-4260,10400000,24500,-24500,2.65,100,-230,823.0,,,108.30,15.73,-23.44,47.10,3,q1_q17_dr25_tce,5031.00,75.00,-83.00,4485,83,-28,8480,330,-720,286999480,48375790,15841
10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,16013084190,485,-485,1763608000,2430,-2430,7990,970,-5510,325540,7910,-7910,11200000,39400,-39400,3.10,340,-310,593.0,,,29.31,11.77,-8.24,33.20,1,q1_q17_dr25_tce,5015.00,164.00,-149.00,4499,92,-115,8260,910,-820,297025630,48478588,15390
11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,32628766720,580,-580,1941019000,1380,-1380,210,4020,-210,479710,5800,-5800,18000000,25400,-25400,3.36,760,-330,506.0,,,15.55,10.51,-4.18,80.00,1,q1_q17_dr25_tce,5586.00,152.00,-152.00,4560,50,-150,7980,1810,-770,285718540,48505859,15082
11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,9780,0,0,0,0,91773286200,7520,-7520,1938378000,6430,-6430,6060,3350,-4000,647300,20400,-20400,6520000,36200,-36200,2.12,480,-210,359.0,,,3.92,2.64,-1.06,19.10,2,q1_q17_dr25_tce,5586.00,152.00,-152.00,4560,50,-150,7980,1810,-770,285718540,48505859,15082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4959319244,"5,15","-5,15",1722585292,"82,7","-82,7",8310,160,-40,222739,750,-750,98000000,20000,-20000,12.21,1960,-1460,1103.0,,,349.40,146.52,-93.21,696.50,1,q1_q17_dr25_tce,5712.00,77.00,-77.00,4359,110,-110,1.0820,1730,-1300,292167050,48727589,15263
11152159,K00761.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2701287801,"56,3","-56,3",1706957900,1640,-1640,1.0160,3.9670,-590,338270,8920,-8920,8600000,20900,-20900,6.54,1640,-750,1222.0,,,527.81,411.33,-166.35,48.30,1,q1_q17_dr25_tce,5550.00,182.00,-182.00,4468,91,-169,9100,2280,-1050,297923650,48777321,15540
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4498765110,178,-178,1713490500,3000,-3000,3120,1540,-3120,373620,9340,-9340,4600000,17500,-17500,2.10,650,-220,1133.0,,,389.62,365.71,-117.40,29.50,1,q1_q17_dr25_tce,6075.00,189.00,-210.00,4486,52,-208,9690,3000,-1000,298456850,48791592,15395
11242721,K00763.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,19651209505,"58,6","-58,6",1794019810,249,-249,7230,100,-200,525140,1790,-1790,118000000,27700,-27700,12.42,3920,-1690,730.0,,,67.03,62.46,-23.51,513.40,1,q1_q17_dr25_tce,6074.00,168.00,-210.00,4391,90,-210,1.0630,3360,-1440,291093900,48933842,15536
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,5412203927,"30,5","-30,5",1331430890,468,-468,7870,50,-5650,294720,2400,-2400,6020000,4000,-4000,2.94,430,-380,1093.0,,,337.68,137.29,-102.18,166.70,1,q1_q17_dr25_tce,5779.00,104.00,-115.00,4339,132,-108,1.0870,1570,-1420,287887330,46276241,12791
11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,9980,0,0,0,0,41439586620,756,-756,2089320300,1420,-1420,3550,400,-3550,1059890,8800,-8800,27900000,22600,-22600,5.50,1570,-960,516.0,,,16.72,14.66,-6.64,141.10,1,q1_q17_dr25_tce,5468.00,180.00,-164.00,4367,153,-187,1.0460,2970,-1830,295555050,49017342,15400
11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,8353895230,152,-152,1716325700,1330,-1330,230,4230,-230,225140,5180,-5180,10400000,28200,-28200,2.52,540,-240,790.0,,,91.90,59.06,-24.15,43.40,1,q1_q17_dr25_tce,5592.00,152.00,-152.00,4582,36,-144,7870,1690,-730,285499240,49277351,15317
11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4125543472,"31,3","-31,3",1697525850,613,-613,5970,2350,-3670,317440,3620,-3620,14900000,13300,-13300,4.43,1440,-510,1243.0,,,565.35,542.47,-188.14,128.60,1,q1_q17_dr25_tce,6174.00,173.00,-239.00,4417,56,-210,1.1030,3580,-1280,291936160,49253979,15506
11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,2816504904,"1,65","-1,65",1709676846,"46,6","-46,6",1050,2640,-1190,250587,666,-666,168000000,11000,-11000,12.21,1620,-870,1219.0,,,521.13,184.34,-97.95,1406.80,1,q1_q17_dr25_tce,5532.00,74.00,-83.00,4452,63,-108,9550,1270,-680,297015470,49225288,15052
11442465,K00768.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,33933734470,615,-615,1866760800,1370,-1370,8120,60,-90,1456100,10400,-10400,85000000,44300,-44300,7.34,900,-600,430.0,,,8.11,3.25,-2.06,236.10,1,q1_q17_dr25_tce,5040.00,136.00,-151.00,4628,30,-70,7050,860,-580,284172330,49360722,15716
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,3689920099,"89,8","-89,8",1703657100,1910,-1910,1510,3040,-1510,265570,6770,-6770,4270000,13800,-13800,1.89,540,-200,1147.0,,,408.99,342.24,-123.32,35.60,1,q1_q17_dr25_tce,5880.00,157.00,-192.00,4518,46,-196,9170,2620,-980,291622410,50618240,15242
12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,4431238488,"61,1","-61,1",1710150000,1110,-1110,4050,410,-4050,315000,4230,-4230,10100000,15200,-15200,3.25,470,-250,1104.0,,,351.23,135.26,-68.33,71.10,1,q1_q17_dr25_tce,5714.00,77.00,-77.00,4428,63,-117,1.0150,1480,-790,295816160,51121738,15367
12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,11379369860,242,-242,1338499200,1830,-1830,9110,90,-6560,262550,7300,-7300,10200000,29700,-29700,3.95,570,-310,806.0,,,99.68,38.38,-19.39,37.90,2,q1_q17_dr25_tce,5714.00,77.00,-77.00,4428,63,-117,1.0150,1480,-790,295816160,51121738,15367
12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,26394328970,572,-572,1760545900,1760,-1760,6020,2500,-3960,357300,6430,-6430,15100000,36300,-36300,03.07,410,-220,489.0,,,13.49,06.07,-3.21,48.20,1,q1_q17_dr25_tce,5129.00,154.00,-154.00,4595,30,-84,7630,1030,-550,289399720,51250320,15234
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,13570782810,159,-159,1362791940,957,-957,8660,150,-6210,335390,4890,-4890,5120000,6300,-6300,2.64,400,-270,785.0,,,89.61,38.12,-22.92,88.40,1,q1_q17_dr25_tce,5854.00,105.00,-117.00,4406,90,-110,1.0120,1540,-1030,300863980,44337551,12882
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,7125943870,141,-141,1390049200,1590,-1590,8980,130,-6990,300140,3840,-3840,1920000,4400,-4400,1.79,260,-230,997.0,,,233.31,94.86,-70.60,47.10,2,q1_q17_dr25_tce,5779.00,104.00,-115.00,4339,132,-108,1.0870,1570,-1420,287887330,46276241,12791
11656840,K00774.01,,FALSE POSITIVE,FALSE POSITIVE,140,0,1,0,0,7442652004,"7,02","-7,02",1699717797,"73,2","-73,2",1370,3460,-2240,230780,1290,-1290,244000000,37800,-37800,15.03,4730,-1580,967.0,,,206.78,195.52,-61.76,835.60,1,q1_q17_dr25_tce,6108.00,183.00,-201.00,4469,70,-210,9560,3010,-1000,288986820,49733742,15270
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,16384899880,522,-522,1727278200,2480,-2480,10,4370,-10,302490,7980,-7980,11300000,42000,-42000,2.00,90,-100,433.0,,,8.35,1.49,-1.35,28.90,2,q1_q17_dr25_tce,4126.00,82.00,-82.00,4661,22,-22,6150,270,-290,286738040,49975750,15095
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,7877416300,149,-149,1763759000,1470,-1470,410,4090,-410,208050,5170,-5170,13100000,37700,-37700,2.16,90,-110,553.0,,,22.18,3.97,-3.59,38.70,1,q1_q17_dr25_tce,4126.00,82.00,-82.00,4661,22,-22,6150,270,-290,286738040,49975750,15095
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,36445400100,1810,-1810,1516012500,3920,-3920,280,4370,-280,400700,12600,-12600,11200000,53400,-53400,1.99,90,-90,332.0,,,2.88,0.51,-0.47,21.70,3,q1_q17_dr25_tce,4126.00,82.00,-82.00,4661,22,-22,6150,270,-290,286738040,49975750,15095
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,3728732147,"9,36","-9,36",1717932550,195,-195,5580,1300,-1490,268300,3500,-3500,52300000,18500,-18500,06.02,1220,-520,1023.0,,,258.34,162.58,-65.21,345.20,1,q1_q17_dr25_tce,5497.00,166.00,-149.00,4577,34,-136,8090,1640,-700,290785740,50054119,15523
11818800,K00777.01,,CANDIDATE,CANDIDATE,9990,0,0,0,0,40419503700,1140,-1140,1735646900,2220,-2220,9110,5.5670,-1180,336200,14000,-14000,62600000,230000,-230000,7.51,1120,-910,467.0,,,11.29,5.67,-3.57,36.90,1,q1_q17_dr25_tce,5446.00,179.00,-163.00,4507,116,-105,7810,1160,-950,294316860,50080231,15487
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,2243380573,"26,7","-26,7",1706792330,900,-900,9150,90,-6300,111960,3840,-3840,8220000,25600,-25600,1.99,100,-120,822.0,,,107.60,21.47,-20.32,38.90,1,q1_q17_dr25_tce,4149.00,82.00,-91.00,4698,24,-27,5640,300,-330,285176210,50149818,15135
11909839,K00779.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10405998015,"25,2","-25,2",1771974660,190,-190,3240,610,-750,650360,1450,-1450,145000000,22400,-22400,11.23,2920,-1950,833.0,,,113.94,90.01,-45.01,745.20,1,q1_q17_dr25_tce,5746.00,173.00,-173.00,4393,180,-198,9240,2410,-1600,289235530,50241001,15562
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,2337437946,"19,5","-19,5",1717619820,659,-659,2800,1890,-2800,199820,2710,-2710,9710000,13700,-13700,2.34,170,-90,1070.0,,,311.16,69.46,-40.17,82.40,1,q1_q17_dr25_tce,5005.00,79.00,-79.00,4595,12,-64,7650,550,-280,293833310,50230350,15334
11918099,K00780.02,,CANDIDATE,CANDIDATE,9930,0,0,0,0,7240661200,162,-162,1377554500,2000,-2000,1.1980,498500,-2580,55800,17100,-17100,5560000,44100,-44100,19.45,1400,-710,734.0,,,68.63,15.32,-8.86,13.70,2,q1_q17_dr25_tce,5005.00,79.00,-79.00,4595,12,-64,7650,550,-280,293833310,50230350,15334
9579641,K00115.03,,CANDIDATE,CANDIDATE,8710,0,0,0,0,3435916310,473,-473,1326624000,11000,-11000,6240,370,-4760,313300,40700,-40700,232000,3400,-3400,0.55,80,-70,1272.0,,,617.61,251.11,-186.88,8.70,3,q1_q17_dr25_tce,5779.00,104.00,-115.00,4339,132,-108,1.0870,1570,-1420,287887330,46276241,12791
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,11598222330,141,-141,1803953760,923,-923,6790,1870,-4700,252370,5200,-5200,28000000,46300,-46300,2.65,210,-290,396.0,,,5.82,1.49,-1.63,71.00,1,q1_q17_dr25_tce,3688.00,73.00,-91.00,4790,50,-45,4730,370,-510,296221950,50287220,15937
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,6575315881,"37,3","-37,3",1736340440,455,-455,3900,650,-3060,430840,3060,-3060,27900000,14900,-14900,5.31,1500,-810,1015.0,,,251.38,209.10,-91.63,221.10,1,q1_q17_dr25_tce,5992.00,162.00,-180.00,4415,105,-195,9890,2800,-1510,290098050,50321609,15312
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,7275040844,"46,8","-46,8",1699942170,507,-507,5470,520,-2290,753770,6810,-6810,30000000,11500,-11500,4.86,1050,-370,833.0,,,113.64,75.31,-28.97,312.10,1,q1_q17_dr25_tce,5485.00,164.00,-180.00,4556,28,-161,8670,1870,-670,295455290,50494560,15080
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,19271538920,415,-415,1867709300,1820,-1820,310,3600,-310,275940,5510,-5510,12200000,35300,-35300,1.93,100,-120,393.0,,,5.66,1.13,-1.06,37.10,1,q1_q17_dr25_tce,4077.00,81.00,-81.00,4702,27,-27,5600,300,-340,293973360,50531910,15385
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,10065243170,149,-149,1362890600,1190,-1190,6280,30,-4780,136900,3930,-3930,10500000,39200,-39200,1.91,100,-120,488.0,,,13.43,2.69,-2.50,30.30,2,q1_q17_dr25_tce,4077.00,81.00,-81.00,4702,27,-27,5600,300,-340,293973360,50531910,15385
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,12393565100,393,-393,1787472500,2450,-2450,8830,330,-6400,388960,8340,-8340,9170000,29100,-29100,2.66,540,-230,677.0,,,49.68,31.16,-12.97,35.80,1,q1_q17_dr25_tce,5557.00,166.00,-166.00,4603,34,-128,7500,1520,-650,296021330,50567780,15505
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,9980,0,0,0,0,43844397210,961,-961,1519353800,1920,-1920,8520,390,-5850,680200,11900,-11900,6150000,7700,-7700,2.87,430,-300,531.0,,,18.77,7.98,-4.80,83.70,2,q1_q17_dr25_tce,5854.00,105.00,-117.00,4406,90,-110,1.0120,1540,-1030,300863980,44337551,12882
