kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6863839,K01373.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1926353494,48,-48,1336807700,2190,-2190,7670,1680,-4960,253050,6980,-6980,1850000,6000,-6000,1.33,370,-150,1484.0,,,1146.34,917.76,-354.23,36.90,1,q1_q17_dr25_tce,6063.00,163.00,-181.00,4481,81,-189,8990,2450,-1050,292054780,42330250,14618
7296086,K01374.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,890737359,"13,8","-13,8",1345670700,1370,-1370,1.1460,1.9530,-990,192570,7600,-7600,1960000,6300,-6300,20.57,5890,-4420,2022.0,,,3948.43,3324.47,-1793.44,37.70,1,q1_q17_dr25_tce,5687.00,154.00,-171.00,4293,180,-180,1.1690,3350,-2510,295785950,42844280,14624
11389771,K01436.03,Kepler-301 c,CONFIRMED,CANDIDATE,9800,0,0,0,0,5419084910,218,-218,1316422000,3250,-3250,5360,3960,-3300,233790,8670,-8670,2310000,12400,-12400,1.38,390,-130,989.0,,,225.71,184.59,-60.03,20.20,3,q1_q17_dr25_tce,5814.00,139.00,-156.00,4523,50,-200,8810,2520,-840,283982970,49232990,14271
11599038,K01437.01,Kepler-1751 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,7017335710,517,-517,1339059200,5770,-5770,5810,210,-4750,356700,18000,-18000,2560000,18200,-18200,1.61,500,-200,984.0,,,221.46,204.04,-73.17,15.50,1,q1_q17_dr25_tce,6052.00,163.00,-199.00,4456,70,-210,9670,3040,-1210,284846620,49692402,15280
11193263,K01438.01,Kepler-848 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,6911342230,248,-248,1366487800,2720,-2720,2590,1750,-2590,567430,7880,-7880,2020000,5200,-5200,1.90,350,-370,1086.0,,,328.65,166.16,-131.70,44.00,1,q1_q17_dr25_tce,5685.00,114.00,-103.00,4194,162,-108,1.3500,2420,-2660,293288270,48811619,14056
11027624,K01439.01,Kepler-849 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,394624951400,8170,-8170,1778453400,1540,-1540,3360,920,-2290,2410800,10700,-10700,20100000,10100,-10100,7.79,1270,-1900,325.0,,,2.65,1.20,-1.26,234.60,1,q1_q17_dr25_tce,5910.00,107.00,-119.00,4030,196,-84,1.7270,2810,-4220,290851780,48521339,12849
11032227,K01440.01,Kepler-850 b,CONFIRMED,CANDIDATE,9960,0,0,0,0,7193049350,360,-360,1360506500,4220,-4220,170,3960,-170,340700,10800,-10800,2550000,15500,-15500,1.59,490,-170,995.0,,,232.36,212.37,-70.37,19.00,1,q1_q17_dr25_tce,6185.00,174.00,-218.00,4472,50,-200,9910,3060,-1020,293084470,48575390,15451
8751933,K01257.01,Kepler-420 b,CONFIRMED,CANDIDATE,1170,0,0,0,0,86647644480,440,-440,1737946410,408,-408,0,1960,0,423260,1740,-1740,73100000,35200,-35200,9.40,1330,-1330,419.0,,,7.28,2.73,-2.22,241.90,1,q1_q17_dr25_tce,5522.00,75.00,-83.00,4323,132,-108,1.1200,1580,-1580,291225190,44927380,14651
8630788,K01258.01,Kepler-281 c,CONFIRMED,CANDIDATE,9970,0,0,0,0,36337504530,726,-726,1603980600,1580,-1580,8250,190,-690,706000,16100,-16100,28300000,32500,-32500,5.30,1380,-460,513.0,,,16.36,12.57,-4.30,96.80,1,q1_q17_dr25_tce,5717.00,156.00,-173.00,4538,44,-187,8840,2300,-770,294108180,44770699,15773
8630788,K01258.02,Kepler-281 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,14646130580,796,-796,1365227000,4400,-4400,5610,3530,-3580,568800,13500,-13500,5940000,21500,-21500,2.22,580,-190,694.0,,,54.95,42.24,-14.45,30.00,2,q1_q17_dr25_tce,5717.00,156.00,-173.00,4538,44,-187,8840,2300,-770,294108180,44770699,15773
8630788,K01258.03,Kepler-281 d,CONFIRMED,CANDIDATE,9600,0,0,0,0,148272013000,8250,-8250,1380055700,4690,-4690,8830,690,-6120,419200,17400,-17400,17100000,84900,-84900,4.30,1120,-380,321.0,,,2.51,1.93,-0.66,21.80,3,q1_q17_dr25_tce,5717.00,156.00,-173.00,4538,44,-187,8840,2300,-770,294108180,44770699,15773
8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1506507172,"24,5","-24,5",1781851500,1310,-1310,1.2260,7760,-370,453460,7190,-7190,8810000,12000,-12000,13.40,790,-990,801.0,,,97.56,18.93,-19.63,86.70,1,q1_q17_dr25_tce,3755.00,59.00,-66.00,4774,42,-25,4730,280,-350,293617430,45016701,15591
4070376,K01318.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1634614356,"4,44","-4,44",1339685500,224,-224,1.2290,620,-540,344220,1530,-1530,198000000,66000,-66000,44.22,14400,-4790,1611.0,,,1597.73,1577.83,-494.27,376.50,1,q1_q17_dr25_tce,6121.00,191.00,-212.00,4468,54,-216,9700,3160,-1050,294881810,39161072,15310
4078157,K01319.01,,FALSE POSITIVE,FALSE POSITIVE,20,0,1,0,0,16025018977,85,-85,3676933280,328,-328,132390,661800,-101700,388280,1500,-1500,291000000,132000,-132000,1069.01,278000,-92100,657.0,,,44.01,35.50,-11.86,257.80,1,q1_q17_dr25_tce,5776.00,190.00,-190.00,4582,42,-168,7890,2050,-680,296479370,39127571,15484
4164994,K01320.01,Kepler-816 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,10506829780,"36,8","-36,8",3600821520,250,-250,4070,740,-1780,377690,3530,-3530,134000000,45200,-45200,09.01,1200,-700,668.0,,,47.21,22.62,-12.56,343.40,1,q1_q17_dr25_tce,5127.00,185.00,-185.00,4589,30,-90,7820,1040,-610,293362850,39212448,15950
4480676,K01321.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,711966971,"1,12","-1,12",1342234860,130,-130,1.2680,5910,-660,202210,774,-774,62300000,19400,-19400,33.34,6950,-4660,1855.0,,,2808.98,1855.16,-965.16,392.20,1,q1_q17_dr25_tce,5486.00,179.00,-162.00,4470,130,-159,8300,1730,-1160,295731930,39587521,15469
4079535,K01322.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,17727243920,140,-140,3567955280,589,-589,8250,90,-110,410730,4040,-4040,169000000,249000,-249000,14.77,4910,-1650,741.0,,,71.06,72.08,-23.16,109.70,1,q1_q17_dr25_tce,6181.00,197.00,-240.00,4464,56,-224,1.1960,3350,-1120,296735020,39187801,15073
6766634,K01375.01,Kepler-1746 b,CONFIRMED,CANDIDATE,6770,0,0,0,0,321212436500,4040,-4040,2069305560,994,-994,8730,350,-5810,401200,16500,-16500,23600000,33200,-33200,7.25,1160,-1170,310.0,,,2.17,1.00,-0.76,81.70,1,q1_q17_dr25_tce,6018.00,120.00,-120.00,4257,137,-112,1.2860,2070,-2070,288320430,42261414,13709
6774826,K01376.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,7138953760,333,-333,1842456900,3990,-3990,1.1990,6.7130,-150,456800,20100,-20100,2540000,9300,-9300,49.96,11200,-20700,1622.0,,,1635.00,1135.48,-1162.96,32.90,1,q1_q17_dr25_tce,7131.00,225.00,-300.00,3913,367,-122,2.1450,4790,-8890,291013580,42283134,13997
5652237,K00164.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,4464545400,138,-138,1323153800,2740,-2740,8080,1390,-5650,288230,7810,-7810,1940000,6100,-6100,03.07,750,-1370,1601.0,,,1555.36,1163.05,-1139.80,37.60,1,q1_q17_dr25_tce,6093.00,195.00,-195.00,3910,443,-118,1.9850,4790,-8900,299543760,40860260,13510
7211469,K01377.01,Kepler-830 b,CONFIRMED,CANDIDATE,9990,0,0,0,0,11296894420,691,-691,1345723300,5300,-5300,6340,2740,-4100,462300,14900,-14900,1990000,10900,-10900,1.74,280,-150,907.0,,,160.18,67.36,-33.88,20.90,1,q1_q17_dr25_tce,6096.00,79.00,-85.00,4358,63,-117,1.1760,1900,-1020,295054290,42756840,14788
7375795,K01378.01,,FALSE POSITIVE,FALSE POSITIVE,4900,0,0,1,0,19301120390,741,-741,1333561400,3660,-3660,8620,580,-5770,607520,8870,-8870,2320000,5400,-5400,1.66,210,-200,669.0,,,47.49,18.09,-13.10,45.00,1,q1_q17_dr25_tce,5687.00,114.00,-102.00,4408,110,-99,9430,1220,-1110,295510680,42930565,13601
7255336,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1203200920,"2,96","-2,96",1339298360,204,-204,1.2740,3.0880,-420,191970,1080,-1080,28100000,13500,-13500,49.25,8830,-8840,2124.0,,,4809.16,2430.00,-1846.80,250.80,1,q1_q17_dr25_tce,6218.00,124.00,-137.00,4198,162,-108,1.3490,2420,-2420,280943850,42839184,11374
7831264,K00171.01,Kepler-116 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,5968724048,"60,4","-60,4",1371586070,811,-811,1660,2630,-1660,365100,2900,-2900,5110000,5300,-5300,3.26,580,-580,1251.0,,,579.90,299.63,-219.39,107.10,1,q1_q17_dr25_tce,6122.00,136.00,-124.00,4173,168,-112,1.4390,2570,-2570,294742070,43536831,13717
7802136,K01449.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,10980246199,"6,93","-6,93",1371376073,"52,9","-52,9",7330,10,-10,374464,340,-340,501000000,44700,-44700,21.94,5820,-2910,821.0,,,107.47,83.74,-34.92,1555.40,1,q1_q17_dr25_tce,5952.00,159.00,-159.00,4462,98,-182,8970,2380,-1190,282797640,43578129,14212
7532973,K01450.01,Kepler-854 b,CONFIRMED,FALSE POSITIVE,410,0,1,0,0,2144632238,"12,7","-12,7",1339841280,482,-482,1.2280,590,-480,627010,3620,-3620,198000000,76900,-76900,59.19,18000,-12000,1736.0,,,2146.82,1923.32,-961.12,334.80,1,q1_q17_dr25_tce,6296.00,175.00,-219.00,4240,180,-180,1.3050,3960,-2640,293351290,43134640,13480
9632895,K01451.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,27322044880,"11,6","-11,6",1597472774,"33,5","-33,5",2570,30,-40,567160,279,-279,775000000,25700,-25700,21.58,4720,-1910,531.0,,,18.81,12.28,-4.79,3622.70,1,q1_q17_dr25_tce,5620.00,152.00,-152.00,4592,36,-135,7720,1690,-680,283241300,46378471,13552
7449844,K01452.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1152216965,"7,84","-7,84",1332778610,559,-559,8110,250,-540,222450,7550,-7550,121000000,167000,-167000,187.73,50900,-50900,5283.0,,,183811.71,174589.84,-139795.71,104.50,1,q1_q17_dr25_tce,5560.00,268.00,-1005.00,2619,75,-225,151130,4.0940,-40940,293281560,43055809,13630
8766222,K01260.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,5297229300,248,-248,1779511100,3790,-3790,220,6.8290,-70,379900,47400,-47400,12100000,61000,-61000,47.70,10600,-10600,2867.0,,,15961.10,9804.73,-7214.03,31.80,1,q1_q17_dr25_tce,4631.00,92.00,-115.00,2386,30,-30,142960,3.1670,-31670,296396390,44963036,13850
8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,133460999000,2570,-2570,2160433400,1380,-1380,2490,430,-2490,1149970,6910,-6910,50300000,32400,-32400,11.21,1720,-2590,433.0,,,8.29,3.42,-3.64,162.30,1,q1_q17_dr25_tce,5588.00,83.00,-75.00,4047,203,-87,1.5930,2450,-3680,287174900,44878571,15120
10925104,K00156.02,Kepler-114 b,CONFIRMED,CANDIDATE,9920,0,0,0,0,5188563677,"63,7","-63,7",1453622520,992,-992,1790,2090,-1790,236830,2970,-2970,3590000,7000,-7000,1.00,70,-60,586.0,,,27.95,6.10,-5.21,56.40,3,q1_q17_dr25_tce,3980.00,79.00,-79.00,4722,30,-33,5400,330,-330,294121430,48349522,13738
8678594,K01261.02,Kepler-799 c,CONFIRMED,CANDIDATE,9880,0,0,0,0,15194233590,834,-834,1427342200,4580,-4580,9060,540,-6110,310600,12500,-12500,3680000,22500,-22500,3.69,570,-850,893.0,,,150.25,61.93,-66.07,18.10,2,q1_q17_dr25_tce,5588.00,83.00,-75.00,4047,203,-87,1.5930,2450,-3680,287174900,44878571,15120
8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,14170987450,212,-212,3598295600,1060,-1060,410,3530,-410,348040,4220,-4220,30700000,37900,-37900,4.19,520,-390,608.0,,,32.22,14.57,-9.29,93.60,1,q1_q17_dr25_tce,5107.00,179.00,-179.00,4565,44,-72,7770,970,-730,296933930,44853642,15379
8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,31973416900,2030,-2030,1338659800,5470,-5470,1.2400,356200,-1190,1326200,22800,-22800,14100000,26000,-26000,24.10,2150,-1590,442.0,,,09.01,03.02,-2.05,62.50,1,q1_q17_dr25_tce,4931.00,148.00,-148.00,4595,24,-64,7740,690,-510,292134370,44656170,15527
4076098,K01323.01,Kepler-817 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,3990105908,"14,3","-14,3",3558408370,252,-252,5820,570,-3290,241080,4140,-4140,61500000,32500,-32500,7.45,2180,-730,1124.0,,,378.53,327.65,-114.98,247.80,1,q1_q17_dr25_tce,5926.00,166.00,-228.00,4519,48,-192,9130,2670,-890,296081850,39161621,15572
4551328,K01324.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,522058620,"2,01","-2,01",1331384460,321,-321,1.2400,4470,-530,208470,1940,-1940,13800000,10100,-10100,27.16,5140,-3150,2022.0,,,3951.57,2406.38,-1217.26,169.00,1,q1_q17_dr25_tce,5359.00,176.00,-160.00,4478,92,-138,8780,1660,-1020,288653590,39664310,15636
4282872,K01325.01,Kepler-818 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,10035381809,"64,8","-64,8",1374714810,540,-540,790,2840,-790,340620,2650,-2650,28300000,21700,-21700,4.42,1130,-380,786.0,,,90.33,68.12,-23.39,150.90,1,q1_q17_dr25_tce,5813.00,157.00,-174.00,4561,42,-168,8330,2130,-710,296235110,39370338,15062
4639868,K01326.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,53100942624,"32,2","-32,2",1359717179,"49,2","-49,2",9880,390,-250,228680,566,-566,200000000,25200,-25200,24.02,2890,-2890,464.0,,,10.93,3.91,-3.06,1108.50,1,q1_q17_dr25_tce,5465.00,109.00,-98.00,4396,126,-84,9730,1170,-1170,286834870,39760849,12907
10555375,K00158.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,5801813680,186,-186,1375780700,2740,-2740,9670,700,-7450,411900,15600,-15600,2700000,8400,-8400,4.52,970,-2280,1491.0,,,1168.82,779.46,-914.73,35.30,1,q1_q17_dr25_tce,6020.00,183.00,-183.00,3860,512,-128,2.0970,4530,-10570,298773380,47786469,13752
4372768,K01327.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,15640251500,1840,-1840,3590799100,9920,-9920,1.1670,701400,-840,622200,38800,-38800,8000000,49500,-49500,18.11,2850,-2320,640.0,,,39.55,21.99,-13.45,19.30,1,q1_q17_dr25_tce,5346.00,204.00,-185.00,4491,105,-115,8260,1300,-1060,293611210,39417519,15908
7375795,K01378.02,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,691666384,"25,6","-25,6",1359492700,3320,-3320,5520,80,-4920,196030,9350,-9350,356000,2000,-2000,0.58,80,-70,2031.0,,,4014.57,1529.05,-1107.72,20.80,2,q1_q17_dr25_tce,5687.00,114.00,-102.00,4408,110,-99,9430,1220,-1110,295510680,42930565,13601
7211221,K01379.01,Kepler-831 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,5621543150,127,-127,1368901300,1860,-1860,7420,1800,-5030,241430,5140,-5140,1720000,5700,-5700,1.37,170,-120,992.0,,,229.04,84.49,-52.64,35.30,1,q1_q17_dr25_tce,5637.00,101.00,-112.00,4439,76,-104,9600,1240,-830,294985470,42727669,13687
7025526,K01380.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1074106954,"18,2","-18,2",1338432300,1360,-1360,1220,2650,-1210,197970,5190,-5190,645000,1600,-1600,0.52,40,-10,1255.0,,,588.96,140.76,-74.51,48.50,1,q1_q17_dr25_tce,4699.00,75.00,-84.00,4637,10,-45,6760,530,-210,289248170,42565559,11748
9451127,K01381.01,,FALSE POSITIVE,FALSE POSITIVE,50,0,1,0,0,5117401517,"14,8","-14,8",1345865180,239,-239,6830,80,-30,430560,1510,-1510,629000000,200000,-200000,28.41,9190,-3080,1130.0,,,385.51,368.30,-123.29,456.60,1,q1_q17_dr25_tce,6161.00,171.00,-236.00,4454,54,-216,1.0530,3410,-1140,284822720,46013721,15764
9446824,K01382.01,,FALSE POSITIVE,FALSE POSITIVE,850,0,1,0,0,4202336730,19,-19,1795338990,373,-373,40,2080,-40,369730,2130,-2130,460000000,218000,-218000,23.53,7710,-3310,1246.0,,,570.87,566.99,-215.69,258.80,1,q1_q17_dr25_tce,6185.00,194.00,-259.00,4396,72,-217,1.0940,3580,-1540,282184390,46006859,15653
11356260,K01441.01,Kepler-851 b,CONFIRMED,CANDIDATE,9860,0,0,0,0,8506980690,361,-361,1346442100,3540,-3540,8160,1380,-5590,293800,10900,-10900,2960000,16500,-16500,1.90,530,-290,900.0,,,155.42,127.78,-57.25,20.70,1,q1_q17_dr25_tce,5822.00,157.00,-192.00,4428,87,-188,9860,2760,-1480,294680270,49140160,15135
11044770,K00170.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,15608652440,614,-614,1442993400,3080,-3080,9850,1590,-130,626000,20000,-20000,3110000,8900,-8900,6.17,970,-2250,1419.0,,,958.55,470.58,-635.20,46.90,1,q1_q17_dr25_tce,8014.00,221.00,-347.00,3940,266,-114,2.4300,3800,-8880,297979220,48553871,13376
11600889,K01442.01,Kepler-407 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,669310092,"5,87","-5,87",1341313880,727,-727,1570,2720,-1570,162740,2540,-2540,1320000,2100,-2100,1.13,160,-90,1983.0,,,3643.96,1449.66,-796.61,75.30,1,q1_q17_dr25_tce,5475.00,109.00,-109.00,4426,76,-104,1.1930,1370,-800,286036350,49614510,12521
11197126,K01443.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,4494498254,"72,7","-72,7",1347758300,1330,-1330,1.1490,349000,-3220,197420,7310,-7310,2480000,7700,-7700,62.11,11100,-19100,1667.0,,,1824.84,966.53,-1074.79,39.30,1,q1_q17_dr25_tce,5117.00,124.00,-195.00,3578,222,-148,3.4030,6090,-10450,295034610,48882172,12786
11043167,K01444.01,Kepler-852 b,CONFIRMED,CANDIDATE,9790,0,0,0,0,44930670600,2610,-2610,1402077000,4170,-4170,4810,4380,-2760,653900,12300,-12300,4380000,14800,-14800,2.49,440,-150,565.0,,,24.17,11.53,-4.75,33.80,1,q1_q17_dr25_tce,6121.00,97.00,-146.00,4397,32,-128,1.1640,2070,-690,297391600,48560692,13949
8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,14131753090,446,-446,1422604400,2600,-2600,8480,150,-5850,401360,8220,-8220,10300000,29700,-29700,03.02,760,-250,675.0,,,49.18,37.58,-12.66,40.10,1,q1_q17_dr25_tce,5616.00,169.00,-169.00,4564,31,-168,8220,2070,-690,286574830,44795200,15762
8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1061934816,"14,4","-14,4",1338480100,1160,-1160,1.2500,6990,-1710,325510,6250,-6250,4370000,7300,-7300,25.72,6350,-2130,1660.0,,,1789.63,1309.54,-457.73,74.50,1,q1_q17_dr25_tce,5730.00,156.00,-173.00,4545,42,-168,8700,2150,-720,288908570,44642410,15062
8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,11419261410,232,-232,1376689400,1660,-1660,2420,1820,-2420,399080,5450,-5450,9160000,18100,-18100,1.48,160,-230,419.0,,,7.32,3.38,-2.98,58.00,1,q1_q17_dr25_tce,3823.00,167.00,-184.00,4765,77,-56,4920,540,-740,286075230,44664639,15314
8519253,K01267.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,5938210650,141,-141,1365283900,1820,-1820,1.6460,311900,-1530,251280,9540,-9540,5230000,18500,-18500,61.63,17200,-5730,996.0,,,231.93,189.66,-64.85,33.60,1,q1_q17_dr25_tce,6123.00,164.00,-200.00,4545,36,-204,8500,2370,-790,299274900,44553490,14423
8813698,K01268.01,,CANDIDATE,CANDIDATE,9960,0,0,0,0,268941097400,4980,-4980,3600709040,951,-951,7650,200,-350,544340,9140,-9140,90100000,87400,-87400,13.57,2300,-2310,321.0,,,2.52,1.12,-0.87,120.40,1,q1_q17_dr25_tce,5798.00,78.00,-78.00,4224,156,-104,1.3060,2220,-2220,289889620,45005669,14814
8757910,K01269.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,655001616,"3,4","-3,4",1331767940,418,-418,1.1210,3720,-640,181360,2530,-2530,2710000,3200,-3200,31.77,6820,-10200,3162.0,,,23595.49,15137.86,-13993.02,104.50,1,q1_q17_dr25_tce,6426.00,173.00,-192.00,3965,266,-114,2.0890,4490,-6730,293534150,44971111,13371
4074736,K01328.01,,CANDIDATE,CANDIDATE,9090,0,0,0,0,80966956100,1210,-1210,1609767200,1270,-1270,70,3830,-70,252760,4830,-4830,47300000,104000,-104000,05.04,1030,-370,364.0,,,4.14,2.62,-0.99,52.00,1,q1_q17_dr25_tce,5611.00,168.00,-168.00,4610,40,-128,7370,1510,-540,295805850,39177990,15671
4072526,K01329.01,Kepler-819 b,CONFIRMED,CANDIDATE,9950,0,0,0,0,33199635500,1400,-1400,1536608600,3550,-3550,170,4400,-170,502200,11600,-11600,11100000,39900,-39900,2.85,150,-250,485.0,,,13.09,2.39,-2.89,32.60,1,q1_q17_dr25_tce,5102.00,76.00,-84.00,4463,91,-39,8800,490,-770,295370790,39177212,15030
4150539,K01330.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,8653065870,281,-281,1343088600,2840,-2840,1.2220,442300,-880,448600,14600,-14600,10500000,29200,-29200,19.78,1430,-1740,633.0,,,37.94,11.13,-9.64,43.00,1,q1_q17_dr25_tce,4641.00,139.00,-125.00,4589,54,-27,6940,500,-610,289726100,39272831,15703
4274548,K01331.01,,CANDIDATE,CANDIDATE,9990,0,0,0,0,6800820320,228,-228,3591799900,2430,-2430,5970,860,-4480,198830,9150,-9150,7000000,33000,-33000,1.88,230,-120,697.0,,,55.83,24.87,-13.68,25.50,1,q1_q17_dr25_tce,4805.00,172.00,-172.00,4633,27,-63,6880,830,-450,294508420,39398682,15238
4455231,K01332.01,Kepler-288 c,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,19305816620,789,-789,3731899800,2690,-2690,10,4190,-10,429020,8080,-8080,7090000,20700,-20700,4.00,620,-930,815.0,,,104.41,43.45,-46.10,36.30,1,q1_q17_dr25_tce,5661.00,85.00,-77.00,4090,203,-87,1.5220,2360,-3530,288916440,39594711,15151
8953257,K01383.01,,FALSE POSITIVE,FALSE POSITIVE,3830,0,1,0,0,3221785738,"9,63","-9,63",1361415170,249,-249,7770,120,-30,334110,1650,-1650,464000000,241000,-241000,25.03,7840,-3360,1357.0,,,800.37,735.23,-276.02,336.40,1,q1_q17_dr25_tce,6250.00,169.00,-206.00,4411,87,-203,1.0410,3260,-1400,291920650,45247028,14601
8971432,K01384.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,624387500,"0,6","-0,6",1330436541,"79,1","-79,1",1.1570,650,-500,192102,260,-260,369000000,62400,-62400,29.45,2050,-2050,1639.0,,,1693.36,486.44,-411.62,628.30,2,q1_q17_dr25_tce,5211.00,156.00,-172.00,4644,66,-39,6180,430,-430,297573490,45233299,15487
9278553,K01385.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,18610092584,"19,6","-19,6",1390850449,"87,1","-87,1",1.2580,400,-1740,498308,517,-517,508000000,39200,-39200,55.23,15300,-5080,686.0,,,52.24,42.55,-14.57,1309.30,1,q1_q17_dr25_tce,6077.00,164.00,-200.00,4526,46,-184,8910,2470,-820,290883540,45765869,15840
9527915,K00165.01,Kepler-478 b,CONFIRMED,CANDIDATE,1.2000,0,0,0,0,13221753580,134,-134,1395706270,829,-829,4510,70,-4450,278840,3220,-3220,8770000,11000,-11000,2.38,180,-120,640.0,,,39.56,9.88,-6.43,93.60,1,q1_q17_dr25_tce,5211.00,103.00,-103.00,4556,32,-59,7990,600,-380,292486940,46196209,13938
9143254,K01386.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1137525054,"1,49","-1,49",1338055650,109,-109,1.2380,540,-500,268228,463,-463,180000000,21700,-21700,42.74,12200,-5200,1746.0,,,2197.52,1839.82,-697.33,633.10,1,q1_q17_dr25_tce,5912.00,160.00,-178.00,4467,81,-189,9370,2670,-1140,286361880,45555161,15452
8949247,K01387.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,23799939273,"16,3","-16,3",1525654761,"55,1","-55,1",1.1370,380,-960,502319,348,-348,602000000,23500,-23500,51.74,15600,-5560,637.0,,,38.92,34.34,-11.48,2065.80,1,q1_q17_dr25_tce,5934.00,160.00,-178.00,4473,67,-202,9570,2880,-1030,290493070,45205898,14669
11336883,K01445.01,Kepler-853 b,CONFIRMED,CANDIDATE,9980,0,0,0,0,7168930640,257,-257,1356785400,3010,-3010,5730,3620,-3550,467660,8660,-8660,1130000,3400,-3400,1.61,310,-280,1187.0,,,469.56,248.31,-177.32,36.30,1,q1_q17_dr25_tce,6221.00,113.00,-138.00,4198,130,-130,1.4580,2810,-2550,283936800,49110329,12320
11336883,K01445.02,,CANDIDATE,CANDIDATE,,0,0,0,0,54325574000,25100,-25100,1422360000,41500,-41500,1540,2765,-1540,986000,110000,-110000,442000,6500,-6500,0.76,220,-50,545.0,,,20.85,15.63,-4.54,7.70,,,6343.00,86.00,-185.00,4411,36,-193,1.1370,3270,-700,283936800,49110329,12320
11336883,K01445.03,,CANDIDATE,CANDIDATE,,0,0,0,0,20019595990,,,1508362184,,,,,,700000,,,,,,,,,,,,,,,,,,,,,,,,,,,283936800,49110329,12320
12506351,K01446.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1227758770,"3,39","-3,39",1337867900,229,-229,1.1110,1.3020,-1030,275450,1820,-1820,461000000,195000,-195000,48.79,16400,-5460,1859.0,,,2809.86,2701.90,-874.28,292.70,1,q1_q17_dr25_tce,6207.00,150.00,-206.00,4412,72,-203,1.0440,3500,-1170,289049990,51418369,13184
